Trajectories,,,,,,,,,,
100,,,,,,,,,,
,,HW3-003:PELVIS_T,,,HW3-003:R_Foot_T,,,HW3-003:L_Foot_T,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
1180,0,55.607426,320.229919,1025.835083,-11.765162,-69.492035,120.800148,166.118942,301.222198,117.064095
1181,0,53.251816,319.897583,1025.864014,-11.766227,-64.728409,120.519798,166.112823,303.54953,117.526466
1182,0,50.829399,319.589325,1025.863281,-11.676446,-59.887421,120.26033,166.128769,305.696533,118.014503
1183,0,48.347294,319.307831,1025.845459,-11.517862,-55.020241,120.016182,166.202621,307.680328,118.540588
1184,0,45.814735,319.066193,1025.821899,-11.314424,-50.150181,119.77861,166.355545,309.510101,119.098038
1185,0,43.2477,318.885468,1025.803345,-11.09236,-45.266869,119.542587,166.564804,311.171692,119.645111
1186,0,40.667568,318.791656,1025.796753,-10.883177,-40.344997,119.311554,166.765015,312.635468,120.111244
1187,0,38.099468,318.811279,1025.807251,-10.718863,-35.372097,119.091553,166.881241,313.880463,120.43235
1188,0,35.572933,318.96698,1025.835693,-10.624817,-30.359362,118.882896,166.884048,314.915192,120.612556
1189,0,33.120384,319.273987,1025.874512,-10.619211,-25.332163,118.680717,166.827682,315.780731,120.767319
1190,0,30.772842,319.738251,1025.907715,-10.719508,-20.312662,118.491013,166.79982,316.517517,121.064148
1191,0,28.554781,320.358582,1025.917603,-10.94136,-15.307407,118.338394,166.824402,317.114471,121.597496
1192,0,26.477072,321.129913,1025.890991,-11.271871,-10.304782,118.234825,166.856186,317.506927,122.349091
1193,0,24.533901,322.046112,1025.822754,-11.658937,-5.288908,118.156166,166.867783,317.634186,123.250916
1194,0,22.712391,323.097778,1025.715698,-12.059231,-0.269373,118.079102,166.909378,317.480927,124.245956
1195,0,21.004961,324.270447,1025.575439,-12.471206,4.714168,118.013367,167.077606,317.065735,125.307877
1196,0,19.407633,325.546509,1025.407593,-12.888293,9.641271,117.964615,167.431213,316.403931,126.450417
1197,0,17.914364,326.906586,1025.220215,-13.254518,14.555883,117.896873,167.938721,315.456879,127.757294
1198,0,16.521589,328.330353,1025.026855,-13.500638,19.544655,117.762642,168.477905,314.098236,129.41127
1199,0,15.233221,329.797729,1024.845825,-13.609509,24.673786,117.555809,168.855988,312.124847,131.635498
1200,0,14.056376,331.293549,1024.696777,-13.639571,29.937471,117.326828,168.861725,309.304749,134.520309
1201,0,12.993742,332.810333,1024.598755,-13.68844,35.253403,117.143364,168.35939,305.464172,137.891403
1202,0,12.041062,334.343597,1024.570801,-13.831143,40.515106,117.035072,167.350189,300.593475,141.372009
1203,0,11.190751,335.884583,1024.630493,-14.093764,45.648537,116.992332,165.952423,294.861511,144.560074
1204,0,10.435903,337.422028,1024.786743,-14.464685,50.619167,117.011009,164.345825,288.486633,147.16362
1205,0,9.767031,338.950409,1025.038574,-14.912041,55.41423,117.113449,162.708145,281.590607,149.045792
1206,0,9.166506,340.472107,1025.376953,-15.397449,60.052414,117.310143,161.145172,274.161133,150.195358
1207,0,8.614727,341.993713,1025.782471,-15.874239,64.614601,117.550301,159.66571,266.111328,150.676834
1208,0,8.101846,343.521698,1026.22876,-16.287874,69.221375,117.746674,158.23436,257.393066,150.617813
1209,0,7.62762,345.060852,1026.687012,-16.600567,73.953293,117.847084,156.844482,248.080383,150.193848
1210,0,7.192641,346.615387,1027.134766,-16.803198,78.817894,117.852348,155.550308,238.322128,149.553055
1211,0,6.794253,348.188019,1027.558228,-16.899258,83.783478,117.782082,154.454514,228.228241,148.745941
1212,0,6.428544,349.778015,1027.950439,-16.89695,88.808075,117.655853,153.671127,217.845062,147.738998
1213,0,6.093545,351.380157,1028.307617,-16.823938,93.83194,117.505455,153.283295,207.207596,146.481186
1214,0,5.791304,352.989655,1028.627686,-16.731373,98.779602,117.375656,153.316864,196.360733,144.954773
1215,0,5.526604,354.607025,1028.911499,-16.65093,103.638054,117.285728,153.739883,185.330811,143.188339
1216,0,5.301614,356.233765,1029.160156,-16.559017,108.510262,117.204712,154.475784,174.094055,141.241272
1217,0,5.112273,357.864166,1029.373413,-16.418364,113.514313,117.085281,155.421204,162.577011,139.177841
1218,0,4.952764,359.486511,1029.553711,-16.246094,118.647827,116.914276,156.479538,150.710571,137.065201
1219,0,4.822747,361.089447,1029.705566,-16.128218,123.775139,116.735458,157.593124,138.501816,134.992355
1220,0,4.727129,362.664764,1029.831543,-16.162472,128.747772,116.622116,158.739136,126.027313,133.054382
1221,0,4.671172,364.207855,1029.92981,-16.368612,133.558884,116.606743,159.900772,113.356033,131.307831
1222,0,4.658015,365.715149,1030.001343,-16.64674,138.359299,116.635109,161.04895,100.514221,129.768219
1223,0,4.686625,367.177948,1030.053833,-16.843313,143.31012,116.607986,162.138504,87.502388,128.444382
1224,0,4.750853,368.583893,1030.097778,-16.874722,148.449997,116.466736,163.115692,74.300453,127.354172
1225,0,4.843847,369.924988,1030.136353,-16.766174,153.693405,116.216766,163.944138,60.869671,126.520317
1226,0,4.963996,371.201385,1030.164795,-16.609924,158.885651,115.916649,164.632797,47.215313,125.991959
1227,0,5.115126,372.416931,1030.174194,-16.537979,163.854141,115.677162,165.225479,33.470341,125.879318
1228,0,5.302078,373.573914,1030.161377,-16.640232,168.504242,115.579758,165.758942,19.847961,126.300339
1229,0,5.528503,374.671844,1030.132202,-16.858889,172.912735,115.577179,166.247391,6.497823,127.279877
1230,0,5.796412,375.708191,1030.092773,-17.053131,177.28717,115.557549,166.704315,-6.526113,128.764755
1231,0,6.104706,376.680878,1030.042603,-17.145996,181.818436,115.469177,167.137573,-19.189766,130.700577
1232,0,6.449491,377.592102,1029.973999,-17.134972,186.58046,115.314659,167.509201,-31.443901,133.044083
1233,0,6.826986,378.446014,1029.874512,-17.039518,191.5224,115.102615,167.755814,-43.236336,135.753082
1234,0,7.237442,379.244781,1029.734497,-16.898661,196.514954,114.861176,167.861877,-54.518768,138.787231
1235,0,7.686728,379.989349,1029.55188,-16.744102,201.447617,114.63398,167.860352,-65.254257,142.088959
1236,0,8.182633,380.678223,1029.331665,-16.555721,206.30574,114.440895,167.792236,-75.418129,145.569443
1237,0,8.729737,381.307587,1029.081543,-16.299013,211.133316,114.273666,167.720398,-84.971382,149.134415
1238,0,9.328973,381.878326,1028.806396,-15.997863,215.942551,114.122528,167.732117,-93.834259,152.718262
1239,0,9.981681,382.397797,1028.507202,-15.730703,220.697876,113.98233,167.878998,-101.900955,156.279144
1240,0,10.690713,382.872742,1028.181641,-15.557909,225.393234,113.832588,168.135803,-109.087746,159.763229
1241,0,11.456448,383.30246,1027.828247,-15.475565,230.096191,113.637764,168.426575,-115.370392,163.082321
1242,0,12.277302,383.678925,1027.44873,-15.426873,234.885666,113.391624,168.676376,-120.779266,166.122223
1243,0,13.155675,383.995087,1027.046143,-15.333502,239.780914,113.145134,168.842392,-125.3638,168.758499
1244,0,14.09575,384.250977,1026.620117,-15.143978,244.735611,112.958633,168.911194,-129.162979,170.871674
1245,0,15.09592,384.448853,1026.169678,-14.869078,249.685074,112.83712,168.885086,-132.192978,172.370056
1246,0,16.150772,384.588013,1025.697632,-14.568927,254.595047,112.742218,168.77182,-134.456116,173.203583
1247,0,17.258896,384.663818,1025.211304,-14.322968,259.458221,112.643333,168.570953,-135.972015,173.363129
1248,0,18.426905,384.665253,1024.719116,-14.186093,264.281036,112.523468,168.266296,-136.784042,172.880569
1249,0,19.668287,384.574463,1024.228149,-14.158062,269.072876,112.365852,167.836197,-136.928391,171.831558
1250,0,20.998533,384.373627,1023.745422,-14.204138,273.815979,112.163918,167.26442,-136.432907,170.324982
1251,0,22.431217,384.049774,1023.280273,-14.269913,278.488281,111.935143,166.536133,-135.347916,168.475845
1252,0,23.978806,383.593384,1022.843933,-14.289478,283.116943,111.719742,165.637283,-133.731369,166.378677
1253,0,25.653912,382.997498,1022.447571,-14.241111,287.753387,111.551231,164.562546,-131.600021,164.092758
1254,0,27.465075,382.256378,1022.094849,-14.181157,292.420837,111.425873,163.312012,-128.939621,161.647507
1255,0,29.414024,381.362335,1021.776062,-14.184855,297.132263,111.312263,161.872101,-125.781654,159.065796
1256,0,31.499409,380.307587,1021.474365,-14.284276,301.904572,111.180038,160.199951,-122.279808,156.383698
1257,0,33.719147,379.090576,1021.177429,-14.490982,306.695892,111.028244,158.237869,-118.72982,153.648682
1258,0,36.067169,377.717834,1020.885681,-14.826067,311.375214,110.893974,155.957291,-115.496979,150.891602
1259,0,38.526287,376.19812,1020.612488,-15.279013,315.825867,110.812271,153.384674,-112.85611,148.089706
1260,0,41.064091,374.536285,1020.378723,-15.76997,320.052094,110.779129,150.580688,-110.840553,145.175781
1261,0,43.641354,372.733521,1020.202637,-16.200365,324.137909,110.774437,147.617874,-109.224747,142.119019
1262,0,46.227528,370.795227,1020.090942,-16.538057,328.148438,110.804031,144.589706,-107.660141,138.991455
1263,0,48.807381,368.736053,1020.037781,-16.836121,332.101715,110.899879,141.623611,-105.863914,135.924088
1264,0,51.375042,366.578766,1020.031677,-17.182789,335.992798,111.0858,138.880249,-103.733177,133.003159
1265,0,53.924805,364.349792,1020.063171,-17.636562,339.806335,111.34417,136.545502,-101.32032,130.233459
1266,0,56.44614,362.076752,1020.131348,-18.18784,343.484619,111.6147,134.802216,-98.71521,127.600983
1267,0,58.922596,359.785126,1020.247192,-18.77965,346.934174,111.847939,133.764587,-95.937943,125.155258
1268,0,61.33287,357.495392,1020.434143,-19.346243,350.143402,112.042152,133.410263,-92.906479,123.027931
1269,0,63.654854,355.222534,1020.723083,-19.830938,353.210663,112.20813,133.579514,-89.492302,121.366692
1270,0,65.871445,352.977417,1021.143433,-20.209076,356.196564,112.344955,134.059738,-85.631989,120.227882
1271,0,67.974808,350.767303,1021.7099,-20.489813,359.05658,112.456627,134.686462,-81.389244,119.529884
1272,0,69.968094,348.594482,1022.412048,-20.689182,361.716431,112.555702,135.363861,-76.887924,119.12043
1273,0,71.87088,346.458099,1023.215881,-20.819023,364.122955,112.655396,135.99791,-72.201149,118.871567
1274,0,73.726471,344.361267,1024.075684,-20.887062,366.24118,112.764832,136.488586,-67.341934,118.707657
1275,0,75.596199,342.31723,1024.943848,-20.893799,368.048035,112.886375,136.831116,-62.352024,118.580696
1276,0,77.541542,340.344543,1025.774658,-20.833721,369.543579,113.021751,137.103577,-57.332626,118.454689
1277,0,79.611198,338.457947,1026.526611,-20.69631,370.765411,113.184464,137.315704,-52.367577,118.311447
1278,0,81.831604,336.665558,1027.168091,-20.462669,371.785156,113.400917,137.389114,-47.471794,118.15033
1279,0,84.195404,334.973663,1027.681641,-20.127695,372.666382,113.709572,137.265182,-42.617908,117.97673
1280,0,86.657074,333.39212,1028.061035,-19.752798,373.385742,114.167419,136.951065,-37.768314,117.797035
1281,0,89.142174,331.936981,1028.310059,-19.460411,373.825012,114.831284,136.497879,-32.887581,117.619186
1282,0,91.565659,330.625305,1028.443481,-19.347385,373.879395,115.722816,135.973251,-27.954987,117.450127
1283,0,93.853081,329.468201,1028.484009,-19.437666,373.532654,116.826523,135.449615,-22.975485,117.292938
1284,0,95.9562,328.470886,1028.456177,-19.713535,372.822449,118.104759,134.999435,-17.97316,117.147217
1285,0,97.857452,327.635376,1028.381714,-20.144579,371.785553,119.498154,134.679443,-12.969479,117.010674
1286,0,99.564224,326.960144,1028.278564,-20.682419,370.444763,120.936386,134.516342,-7.968271,116.882408
1287,0,101.100647,326.438934,1028.160034,-21.256844,368.816437,122.377151,134.503555,-2.959222,116.764565
1288,0,102.499023,326.062134,1028.035156,-21.796883,366.874084,123.859413,134.60112,2.070652,116.660065
1289,0,103.786667,325.81723,1027.914429,-22.26375,364.477478,125.55365,134.753387,7.132288,116.569656
1290,0,104.973251,325.688263,1027.810425,-22.671761,361.350372,127.751366,134.932449,12.222947,116.490768
1291,0,106.050224,325.660919,1027.73877,-23.068193,357.163971,130.722061,135.158371,17.301029,116.41571
1292,0,107.002365,325.729187,1027.711304,-23.473223,351.6763,134.498291,135.455704,22.30138,116.334343
1293,0,107.820244,325.896667,1027.729248,-23.838299,344.814575,138.796616,135.802841,27.197777,116.242241
1294,0,108.506386,326.166473,1027.782837,-24.066496,336.6604,143.167542,136.149689,32.025253,116.143349
1295,0,109.072502,326.531891,1027.85437,-24.073391,327.386414,147.205276,136.4673,36.841255,116.045128
1296,0,109.531219,326.978271,1027.928467,-23.828709,317.194733,150.650162,136.756058,41.68726,115.953918
1297,0,109.891914,327.491364,1028.000854,-23.3542,306.280243,153.386749,137.020966,46.577377,115.873421
1298,0,110.163185,328.059814,1028.079834,-22.708553,294.804596,155.393234,137.262131,51.504612,115.805229
1299,0,110.35582,328.671509,1028.186646,-21.972681,282.876038,156.683777,137.482605,56.452362,115.748657
1300,0,110.482292,329.309509,1028.347534,-21.221806,270.543945,157.274124,137.686951,61.398369,115.698715
1301,0,110.554344,329.954834,1028.582642,-20.500698,257.799652,157.174866,137.870041,66.310555,115.644951
1302,0,110.580284,330.595001,1028.896606,-19.836573,244.58725,156.407806,138.006546,71.148468,115.57505
1303,0,110.562096,331.229675,1029.275879,-19.280991,230.831116,155.033966,138.063049,75.88533,115.487198
1304,0,110.494316,331.867218,1029.696167,-18.938362,216.457596,153.164413,138.040085,80.546165,115.398247
1305,0,110.368713,332.518127,1030.129761,-18.94746,201.406967,150.948471,137.990616,85.218315,115.33004
1306,0,110.181274,333.192413,1030.554321,-19.387384,185.6996,148.539627,137.978195,89.996399,115.288208
1307,0,109.934128,333.896118,1030.952759,-20.176046,169.525085,146.042801,138.029251,94.909515,115.25927
1308,0,109.633469,334.628937,1031.313599,-21.12458,153.162003,143.513931,138.129776,99.910172,115.220551
1309,0,109.287651,335.386505,1031.625122,-22.101189,136.771149,141.016724,138.244995,104.910538,115.144783
1310,0,108.905807,336.163452,1031.875977,-23.084646,120.350616,138.636536,138.328979,109.813126,115.002968
1311,0,108.495277,336.950195,1032.059326,-24.097237,103.851738,136.455887,138.337967,114.555656,114.784286
1312,0,108.058182,337.731689,1032.177002,-25.145887,87.259476,134.552734,138.271103,119.179413,114.522285
1313,0,107.590408,338.493011,1032.241699,-26.204361,70.600052,133.008514,138.190475,123.822723,114.283379
1314,0,107.085411,339.221313,1032.272705,-27.216167,53.926849,131.902649,138.177185,128.622833,114.125771
1315,0,106.541328,339.90387,1032.286499,-28.107971,37.311253,131.297165,138.281845,133.652695,114.081596
1316,0,105.965759,340.529907,1032.293823,-28.809319,20.836475,131.221283,138.506073,138.904572,114.150993
1317,0,105.369781,341.094086,1032.296753,-29.2675,4.591045,131.668716,138.795364,144.268036,114.285645
1318,0,104.755234,341.596405,1032.286987,-29.44758,-11.329931,132.611694,139.071762,149.577423,114.406586
1319,0,104.115196,342.042175,1032.246094,-29.334778,-26.824883,134.019333,139.297165,154.72525,114.458481
1320,0,103.446877,342.438873,1032.155151,-28.96011,-41.802753,135.87442,139.483109,159.704636,114.432701
1321,0,102.752495,342.789948,1032.004395,-28.42436,-56.20681,138.188004,139.641571,164.573425,114.350471
1322,0,102.027313,343.092194,1031.796753,-27.85688,-70.011002,140.976242,139.753799,169.41806,114.246574
1323,0,101.258835,343.337708,1031.546143,-27.327631,-83.182854,144.197205,139.786377,174.311844,114.154396
1324,0,100.437492,343.516235,1031.268433,-26.827263,-95.667015,147.737564,139.717194,179.27597,114.088684
1325,0,99.558289,343.619812,1030.974487,-26.318377,-107.410805,151.467804,139.544052,184.291489,114.045258
1326,0,98.617439,343.646027,1030.663818,-25.770515,-118.400665,155.276688,139.281616,189.338455,114.014923
1327,0,97.616531,343.59613,1030.325317,-25.183733,-128.650955,159.064011,138.954025,194.406708,113.990494
1328,0,96.562737,343.474609,1029.942993,-24.61586,-138.108231,162.736221,138.589371,199.48526,113.966591
1329,0,95.461197,343.292511,1029.502319,-24.168856,-146.612518,166.199722,138.219589,204.560318,113.939278
1330,0,94.3116,343.065002,1028.997192,-23.936665,-154.00386,169.337479,137.879364,209.617355,113.904686
1331,0,93.109009,342.800995,1028.442139,-23.97753,-160.201904,172.004303,137.600311,214.640839,113.858681
1332,0,91.843597,342.495209,1027.870483,-24.32058,-165.191727,174.051331,137.403244,219.618576,113.799088
1333,0,90.502068,342.132202,1027.321045,-24.964645,-169.006027,175.347702,137.289276,224.546875,113.727631
1334,0,89.072945,341.697998,1026.821045,-25.865021,-171.705139,175.792831,137.240204,229.431931,113.650101
1335,0,87.5522,341.183136,1026.375366,-26.922705,-173.332642,175.330811,137.234283,234.287125,113.574394
1336,0,85.944038,340.580627,1025.964844,-28.000393,-173.893997,173.963669,137.260925,239.124023,113.506973
1337,0,84.257629,339.8862,1025.55127,-28.984497,-173.392242,171.754639,137.319885,243.941025,113.449959
1338,0,82.502022,339.097137,1025.09314,-29.817112,-171.870834,168.824997,137.418808,248.720657,113.399414
1339,0,80.679359,338.206573,1024.565308,-30.439047,-169.426559,165.349228,137.579819,253.434387,113.346558
1340,0,78.783478,337.200104,1023.969666,-30.740555,-166.245697,161.55098,137.837402,258.053162,113.28331
1341,0,76.804237,336.064514,1023.331299,-30.595581,-162.663055,157.691452,138.215698,262.558624,113.20768
1342,0,74.729584,334.797485,1022.690308,-29.935057,-159.132797,154.018982,138.705429,266.944672,113.125595
1343,0,72.549706,333.404205,1022.091003,-28.798346,-156.071396,150.662689,139.267639,271.214081,113.048943
1344,0,70.265747,331.884918,1021.571167,-27.318951,-153.683441,147.559662,139.861176,275.377686,112.991287
1345,0,67.894142,330.227997,1021.155029,-25.65177,-151.897644,144.539597,140.467453,279.452881,112.963852
1346,0,65.459351,328.418976,1020.853149,-23.902391,-150.434677,141.490906,141.089783,283.457825,112.973595
1347,0,62.98241,326.455139,1020.667175,-22.107616,-148.950836,138.407867,141.734619,287.403351,113.022316
1348,0,60.478958,324.353882,1020.589355,-20.291349,-147.195999,135.322739,142.398331,291.287537,113.109329
1349,0,57.96664,322.148499,1020.601868,-18.546667,-145.096527,132.281052,143.067886,295.094666,113.235023
1350,0,55.468899,319.878784,1020.68103,-17.031115,-142.692673,129.366226,143.728546,298.794037,113.400467
1351,0,53.009983,317.584869,1020.809387,-15.871388,-140.005234,126.676262,144.37088,302.339355,113.603836
1352,0,50.607735,315.30423,1020.984863,-15.110628,-137.002136,124.294518,144.993347,305.677704,113.838562
1353,0,48.269199,313.066528,1021.224487,-14.74697,-133.682144,122.319191,145.610886,308.763092,114.095543
1354,0,45.989944,310.891541,1021.558899,-14.753776,-130.102173,120.852348,146.256943,311.564911,114.370285
1355,0,43.759411,308.791748,1022.019958,-15.04297,-126.302513,119.90535,146.951309,314.069672,114.667862
1356,0,41.56929,306.778778,1022.625183,-15.476554,-122.261635,119.36039,147.66011,316.275757,114.994888
1357,0,39.413189,304.86441,1023.367859,-15.955722,-117.94989,119.043938,148.299545,318.183563,115.343964
1358,0,37.274261,303.053253,1024.21936,-16.462566,-113.388382,118.811348,148.782669,319.783112,115.691177
1359,0,35.119205,301.338104,1025.134277,-16.994957,-108.617424,118.577118,149.061554,321.053711,116.012833
1360,0,32.913303,299.705444,1026.061035,-17.51506,-103.668747,118.30703,149.148041,321.992798,116.316147
1361,0,30.641012,298.145599,1026.95166,-17.977573,-98.593948,118.013504,149.109573,322.644714,116.650681
1362,0,28.314392,296.661469,1027.764526,-18.353722,-93.440178,117.769569,149.02034,323.085175,117.069939
1363,0,25.969404,295.271484,1028.46228,-18.619839,-88.220772,117.676407,148.92691,323.386414,117.60984
1364,0,23.653845,294.000061,1029.009399,-18.760706,-82.996605,117.749275,148.865662,323.596436,118.310959
1365,0,21.413885,292.866364,1029.374634,-18.775743,-77.901802,117.864479,148.861877,323.712067,119.202324
1366,0,19.287374,291.883484,1029.541382,-18.663868,-73.015938,117.866936,148.918091,323.657837,120.272156
1367,0,17.30393,291.060669,1029.517212,-18.425495,-68.308609,117.691589,149.025482,323.317566,121.481331
1368,0,15.486958,290.402588,1029.327393,-18.075138,-63.683102,117.379951,149.157425,322.601685,122.769165
1369,0,13.851674,289.91095,1029.004761,-17.629993,-58.986469,117.040382,149.25885,321.493134,124.041702
1370,0,12.401341,289.585632,1028.581421,-17.107618,-54.079475,116.776924,149.277328,320.036346,125.195625
1371,0,11.129017,289.424438,1028.087402,-16.548573,-48.967899,116.613525,149.213806,318.280823,126.191765
1372,0,10.022258,289.419342,1027.553467,-16.0177,-43.794167,116.50132,149.139526,316.203735,127.132713
1373,0,9.06556,289.553833,1027.007935,-15.577317,-38.697304,116.390282,149.161346,313.657349,128.280579
1374,0,8.243966,289.808716,1026.473877,-15.268233,-33.732193,116.26503,149.361176,310.39682,129.971817
1375,0,7.547847,290.172607,1025.966553,-15.097151,-28.873209,116.132896,149.743851,306.183655,132.441269
1376,0,6.968768,290.641785,1025.498413,-15.028503,-24.029425,116.007217,150.219025,300.882111,135.664597
1377,0,6.487756,291.212128,1025.082764,-15.011453,-19.101938,115.897766,150.625,294.493469,139.351105
1378,0,6.073922,291.872772,1024.730225,-15.025769,-14.079707,115.800896,150.783539,287.131104,143.082016
1379,0,5.697945,292.607147,1024.443848,-15.085054,-9.047068,115.693573,150.555618,278.965515,146.473328
1380,0,5.344942,293.40097,1024.221436,-15.197907,-4.082469,115.549637,149.874268,270.171844,149.269867
1381,0,5.014922,294.245758,1024.057617,-15.344346,0.823296,115.381165,148.764542,260.877319,151.356293
1382,0,4.714671,295.135773,1023.950073,-15.488619,5.753724,115.250603,147.346497,251.111862,152.726044
1383,0,4.451006,296.065247,1023.898254,-15.605974,10.772219,115.20179,145.782684,240.816223,153.446777
1384,0,4.22828,297.026978,1023.905273,-15.70275,15.837973,115.214447,144.195724,229.902817,153.625366
1385,0,4.047494,298.01297,1023.975281,-15.81041,20.844509,115.259789,142.639069,218.305862,153.365799
1386,0,3.907682,299.018585,1024.109619,-15.942101,25.756311,115.320732,141.137848,206.032486,152.757462
1387,0,3.809077,300.044464,1024.303589,-16.06428,30.670259,115.350563,139.743515,193.218353,151.899887
1388,0,3.753635,301.091248,1024.545532,-16.132782,35.714035,115.291771,138.546371,180.069916,150.869522
1389,0,3.74359,302.15564,1024.818237,-16.14797,40.904686,115.136856,137.643951,166.727539,149.6548
1390,0,3.780789,303.234528,1025.099854,-16.173151,46.099674,114.951416,137.108902,153.239639,148.199234
1391,0,3.866139,304.32901,1025.369263,-16.297489,51.088745,114.832413,136.97377,139.627792,146.494492
1392,0,4.001731,305.442963,1025.61145,-16.556751,55.791481,114.828064,137.220261,125.912292,144.598984
1393,0,4.195365,306.578918,1025.822021,-16.893679,60.359844,114.901367,137.779343,112.081955,142.59613
1394,0,4.459736,307.734009,1026.008911,-17.224228,65.02829,114.977097,138.548935,98.064369,140.551468
1395,0,4.805397,308.900513,1026.186646,-17.535265,69.894005,115.024223,139.424637,83.767876,138.507599
1396,0,5.233881,310.068756,1026.36792,-17.885828,74.903427,115.082413,140.327774,69.165459,136.510529
1397,0,5.735791,311.229706,1026.555298,-18.311409,79.983994,115.186211,141.214066,54.30447,134.616653
1398,0,6.296086,312.374329,1026.739868,-18.749994,85.114464,115.28672,142.068359,39.228432,132.864426
1399,0,6.902565,313.493561,1026.902832,-19.073767,90.316147,115.284592,142.89946,23.937548,131.271515
1400,0,7.548172,314.580078,1027.023315,-19.188183,95.610474,115.11338,143.721588,8.470514,129.904861
1401,0,8.223934,315.629852,1027.086548,-19.107973,100.947128,114.793228,144.530823,-7.036456,128.911301
1402,0,8.915545,316.639496,1027.09021,-18.965462,106.167854,114.452629,145.312485,-22.432938,128.431107
1403,0,9.614038,317.60321,1027.046265,-18.927925,111.099754,114.264771,146.064453,-37.630169,128.529037
1404,0,10.324519,318.512054,1026.974487,-19.051685,115.721733,114.297089,146.787796,-52.578346,129.208405
1405,0,11.057847,319.356873,1026.891479,-19.226604,120.208824,114.444016,147.460175,-67.233932,130.432968
1406,0,11.820986,320.130829,1026.806519,-19.293951,124.779312,114.537712,148.05098,-81.541725,132.144928
1407,0,12.619514,320.831543,1026.718506,-19.193403,129.50209,114.501389,148.559967,-95.421066,134.289108
1408,0,13.458316,321.45993,1026.618652,-18.976664,134.285919,114.375381,149.013046,-108.796295,136.814835
1409,0,14.336025,322.017029,1026.494629,-18.69323,139.081116,114.210709,149.433304,-121.644493,139.668594
1410,0,15.248207,322.502686,1026.337036,-18.312265,144.00235,113.991241,149.823746,-133.971298,142.81073
1411,0,16.194992,322.915558,1026.140259,-17.800671,149.140808,113.695267,150.156403,-145.74295,146.226822
1412,0,17.180122,323.252655,1025.903442,-17.228876,154.358917,113.383652,150.405762,-156.875549,149.904709
1413,0,18.207413,323.514038,1025.632202,-16.722023,159.437576,113.155205,150.613876,-167.272141,153.800568
1414,0,19.278797,323.706909,1025.332764,-16.325716,164.355377,113.02932,150.896393,-176.850174,157.820053
1415,0,20.392952,323.840332,1025.008057,-15.998106,169.249435,112.954903,151.37915,-185.558517,161.823425
1416,0,21.547491,323.921112,1024.658569,-15.709186,174.16095,112.915489,152.129532,-193.364716,165.655655
1417,0,22.740541,323.954193,1024.285522,-15.453848,179.01683,112.925774,153.132172,-200.195679,169.180801
1418,0,23.968723,323.94165,1023.89386,-15.200375,183.813843,112.953514,154.31218,-205.918854,172.281174
1419,0,25.227203,323.881561,1023.49115,-14.9148,188.622421,112.934525,155.578064,-210.420059,174.824463
1420,0,26.513674,323.770447,1023.087524,-14.613152,193.446045,112.839638,156.863831,-213.680756,176.65332
1421,0,27.830854,323.604309,1022.689087,-14.328457,198.244965,112.665886,158.1483,-215.775009,177.620682
1422,0,29.18471,323.378174,1022.293213,-14.05397,203.044327,112.417046,159.437134,-216.821777,177.636978
1423,0,30.582155,323.084229,1021.888,-13.771777,207.87851,112.151802,160.728973,-216.932877,176.701187
1424,0,32.032944,322.710999,1021.458008,-13.504359,212.698242,111.96759,161.994232,-216.169556,174.902237
1425,0,33.552162,322.241943,1020.992371,-13.283792,217.460419,111.886856,163.173553,-214.53244,172.388123
1426,0,35.157661,321.657013,1020.491455,-13.094666,222.242828,111.825401,164.19278,-211.995926,169.323975
1427,0,36.868397,320.93692,1019.970886,-12.901803,227.138641,111.69574,164.983917,-208.567825,165.877167
1428,0,38.70554,320.067444,1019.455322,-12.712196,232.094406,111.493401,165.496704,-204.35054,162.242188
1429,0,40.689816,319.041687,1018.970581,-12.569725,236.973236,111.268044,165.697266,-199.597687,158.667191
1430,0,42.838127,317.861572,1018.537292,-12.516986,241.729431,111.059456,165.56572,-194.739471,155.406265
1431,0,45.160202,316.536987,1018.171082,-12.564547,246.418777,110.873383,165.111267,-190.295364,152.579025
1432,0,47.649212,315.078766,1017.886169,-12.677167,251.061462,110.694061,164.382797,-186.668808,150.053406
1433,0,50.272781,313.485962,1017.696167,-12.820668,255.570709,110.528168,163.436966,-183.973251,147.522171
1434,0,52.978378,311.748077,1017.610413,-13.014087,259.831116,110.417809,162.292892,-181.998566,144.755875
1435,0,55.71328,309.866913,1017.62915,-13.297324,263.807373,110.391945,160.931335,-180.340561,141.760529
1436,0,58.443378,307.870361,1017.737488,-13.660015,267.582977,110.436516,159.347855,-178.645462,138.675369
1437,0,61.157154,305.803558,1017.905212,-14.034206,271.323822,110.514198,157.612534,-176.769257,135.600189
1438,0,63.8559,303.711029,1018.094543,-14.39543,275.119415,110.612274,155.880432,-174.721909,132.567551
1439,0,66.540443,301.625854,1018.2724,-14.844862,278.845215,110.780258,154.354691,-172.523697,129.616791
1440,0,69.201248,299.568909,1018.424622,-15.52236,282.282166,111.096367,153.227966,-170.133728,126.83992
1441,0,71.815582,297.555939,1018.563599,-16.448349,285.34436,111.576752,152.611908,-167.457993,124.371887
1442,0,74.35437,295.602448,1018.72467,-17.47242,288.145721,112.123093,152.47818,-164.38092,122.354774
