Trajectories
100
,,HW3-004:PELVIS_T,,,HW3-004:R_Foot_T,,,HW3-004:L_Foot_T,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-36.696972,-144.220505,1030.569458,-135.984207,-347.782043,111.322556,83.698257,-262.078369,151.894287
2,0,-36.336399,-143.437378,1031.553101,-135.725449,-340.330017,111.337891,84.063416,-275.068268,150.253647
3,0,-35.783581,-142.244980,1032.810791,-135.297699,-329.467896,111.346100,84.838028,-294.247070,147.855530
4,0,-35.062553,-140.705704,1034.076416,-134.701263,-316.079834,111.336937,86.146812,-318.212952,144.905991
5,0,-34.213509,-138.928192,1035.047241,-133.968094,-301.295380,111.304932,88.058121,-345.049011,141.696106
6,0,-33.272640,-137.029541,1035.477417,-133.163422,-286.011139,111.253235,90.571678,-373.126160,138.509705
7,0,-32.263443,-135.113510,1035.222412,-132.378540,-270.724731,111.192772,93.627975,-401.424469,135.589310
8,0,-31.196405,-133.257812,1034.243896,-131.704651,-255.600754,111.136658,97.131554,-429.488068,133.144760
9,0,-30.071180,-131.509277,1032.587524,-131.197723,-240.626663,111.093758,100.973160,-457.212463,131.379852
10,0,-28.877880,-129.888931,1030.350098,-130.858368,-225.745773,111.065445,105.037933,-484.624451,130.516388
11,0,-27.597427,-128.404510,1027.648438,-130.640961,-210.921951,111.047569,109.199883,-511.727570,130.800964
12,0,-26.202921,-127.063065,1024.594604,-130.484512,-196.148880,111.035530,113.315910,-538.422119,132.485260
13,0,-24.663830,-125.877396,1021.279663,-130.344330,-181.437485,111.028564,117.236168,-564.476990,135.776001
14,0,-22.953541,-124.864868,1017.769592,-130.208069,-166.806656,111.030289,120.835632,-589.534424,140.759064
15,0,-21.058702,-124.041328,1014.107971,-130.092606,-152.283142,111.046059,124.054886,-613.138855,147.316772
16,0,-18.986721,-123.413681,1010.328186,-130.031250,-137.903564,111.080490,126.926247,-634.785767,155.067719
17,0,-16.767029,-122.975128,1006.466492,-130.061264,-123.711197,111.137451,129.565720,-653.980652,163.360489
18,0,-14.444862,-122.705940,1002.572632,-130.216080,-109.748772,111.222565,132.127441,-670.292908,171.338806
19,0,-12.071082,-122.581612,998.708374,-130.521378,-96.051018,111.345612,134.737656,-683.393311,178.072952
20,0,-9.694209,-122.586960,994.935242,-130.996094,-82.640450,111.521034,137.438904,-693.078186,182.727448
21,0,-7.356834,-122.731712,991.296814,-131.656784,-69.528648,111.765007,140.170715,-699.292664,184.717941
22,0,-5.092054,-123.059288,987.807251,-132.520294,-56.724773,112.088043,142.791077,-702.161316,183.812057
23,0,-2.913874,-123.640930,984.455444,-133.599075,-44.251698,112.482513,145.123108,-702.017822,180.147568
24,0,-0.802624,-124.553062,981.223938,-134.888397,-32.165970,112.906181,147.009354,-699.411377,174.170135
25,0,1.303672,-125.845268,978.117554,-136.354080,-20.573248,113.266388,148.366928,-695.052734,166.518845
26,0,3.498592,-127.514633,975.191833,-137.929855,-9.629162,113.412781,149.232040,-689.679077,157.901291
27,0,5.874187,-129.500504,972.568481,-139.526855,0.481553,113.148857,149.769135,-683.856689,148.995529
28,0,8.479229,-131.703613,970.429138,-141.048782,9.586690,112.271538,150.222580,-677.804199,140.394104
29,0,11.292761,-134.017685,968.981384,-142.404648,17.577427,110.640442,150.822205,-671.348022,132.577423
