,,HW3001:PELVIS_T,,,HW3001:R_Foot_T,,,HW3001:L_Foot_T,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
929,0,-19.010639,-52.72348,1141.620117,-163.74292,-520.986938,116.083649,84.415955,-101.146912,105.176361
930,0,-21.414976,-54.731606,1140.800293,-164.951859,-518.422363,112.952637,84.38382,-96.447319,105.248169
931,0,-23.792234,-56.710102,1140.005493,-165.917389,-517.242554,108.630356,84.388382,-91.878708,105.332161
932,0,-26.136663,-58.706196,1139.272461,-166.146729,-516.552368,104.29924,84.426674,-87.506516,105.409782
933,0,-28.415077,-60.72028,1138.74646,-165.190857,-515.733337,100.874924,84.490723,-83.364975,105.480133
934,0,-30.776611,-62.709652,1138.491821,-163.875183,-513.161682,99.067482,84.584999,-79.438133,105.553612
935,0,-33.022305,-64.689827,1138.564331,-162.84903,-509.507477,98.58831,84.731117,-75.694138,105.636612
936,0,-35.325043,-66.609337,1139.025024,-162.461731,-505.079285,97.815201,84.955322,-72.125801,105.720551
937,0,-37.584896,-68.551506,1139.809692,-162.509552,-500.619781,97.195679,85.254593,-68.748772,105.791054
938,0,-39.90313,-70.468246,1140.837402,-162.72316,-495.819855,96.779137,85.591125,-65.595734,105.848885
939,0,-42.197498,-72.310219,1141.899292,-162.846939,-490.789337,96.451653,85.946457,-62.717228,105.91053
940,0,-44.542839,-74.074585,1142.953613,-162.969742,-485.795715,96.275307,86.345871,-60.145306,105.985168
941,0,-46.982697,-75.798912,1143.995117,-162.955917,-480.878571,96.096611,86.806107,-57.855305,106.057648
942,0,-49.573372,-77.474098,1144.937988,-162.855087,-476.076385,96.04541,87.294815,-55.779778,106.094696
943,0,-52.094414,-79.085907,1145.792847,-162.713257,-471.109283,95.84893,87.760208,-53.869415,106.07592
944,0,-54.59697,-80.660362,1146.60437,-162.727646,-466.355591,95.826202,88.192818,-52.147926,106.026588
945,0,-56.928627,-82.125122,1147.272583,-162.723969,-461.262909,95.654823,88.623528,-50.666618,105.995964
946,0,-59.195862,-83.42437,1147.821167,-162.853439,-456.308899,95.57885,89.037964,-49.393623,106.006783
947,0,-61.356438,-84.548935,1148.255249,-162.944733,-451.113434,95.471764,89.339012,-48.189102,106.057106
948,0,-63.346497,-85.622391,1148.526123,-163.0979,-446.107544,95.307808,89.437546,-46.928238,106.183945
949,0,-65.234512,-86.476128,1148.662598,-163.310287,-441.145142,95.203293,89.367401,-45.670803,106.535248
950,0,-67.147987,-87.233215,1148.705688,-163.39827,-436.107697,95.03521,89.256546,-44.628029,107.295799
951,0,-68.787079,-87.741295,1148.640991,-163.570801,-431.118439,94.886192,89.194725,-43.943924,108.505257
952,0,-70.475121,-88.200531,1148.509766,-163.657944,-426.114105,94.756462,89.200775,-43.633125,110.071159
953,0,-71.910583,-88.454712,1148.339233,-163.900177,-421.125061,94.664574,89.271484,-43.688656,111.934898
954,0,-73.531525,-88.601997,1148.145508,-163.991714,-416.025879,94.493866,89.382874,-44.132896,114.12413
955,0,-74.868271,-88.540024,1147.965332,-164.212585,-411.059296,94.500175,89.471573,-44.997379,116.698029
956,0,-76.307381,-88.408318,1147.737671,-164.404724,-406.043091,94.35611,89.45182,-46.291588,119.692162
957,0,-77.572861,-88.183006,1147.573242,-164.532501,-400.896515,94.287254,89.259987,-48.00098,123.114136
958,0,-78.686096,-87.901581,1147.410767,-164.644913,-395.844299,94.254829,88.897034,-50.157532,127.001686
959,0,-79.665771,-87.507835,1147.28064,-164.736526,-390.763519,94.252121,88.427872,-52.930508,131.460968
960,0,-80.591072,-87.106888,1147.165649,-164.719818,-385.713867,94.188942,87.90834,-56.611099,136.572372
961,0,-81.361839,-86.720978,1147.077026,-164.819199,-380.761017,94.105034,87.306198,-61.45295,142.197647
962,0,-82.060158,-86.2453,1147.070312,-164.841354,-375.724335,94.076736,86.533424,-67.505928,147.890427
963,0,-82.621262,-85.794212,1147.156616,-164.850525,-370.774078,94.01857,85.548782,-74.613129,153.042786
964,0,-83.121857,-85.345764,1147.317871,-164.778625,-365.739319,94.029442,84.401291,-82.557274,157.167084
965,0,-83.584763,-84.906235,1147.583374,-164.695984,-360.759186,94.021095,83.203354,-91.187904,160.089813
966,0,-84.043312,-84.439217,1147.935303,-164.647507,-355.828094,93.982857,82.076164,-100.440079,161.921265
967,0,-84.487221,-83.95047,1148.285889,-164.539215,-350.827393,93.886681,81.09198,-110.305389,162.882202
968,0,-84.856133,-83.511078,1148.643188,-164.55162,-345.957062,93.82679,80.252808,-120.813934,163.173355
969,0,-85.12233,-83.036873,1148.982544,-164.513031,-340.900543,93.811821,79.53022,-132.009262,162.948929
970,0,-85.256096,-82.555298,1149.335205,-164.554596,-336.001801,93.754684,78.92746,-143.910599,162.33432
971,0,-85.363396,-82.099129,1149.635254,-164.575516,-330.900146,93.665375,78.495453,-156.478333,161.42894
972,0,-85.407951,-81.607605,1149.926514,-164.587677,-325.894104,93.593613,78.283882,-169.592911,160.276688
973,0,-85.39193,-81.131981,1150.145996,-164.753983,-320.939423,93.494324,78.302055,-183.109116,158.832626
974,0,-85.364174,-80.688339,1150.307861,-164.81459,-316.107147,93.424271,78.556496,-196.966797,156.997131
975,0,-85.279762,-80.232857,1150.427002,-164.817612,-311.16098,93.307388,79.088043,-211.230774,154.740875
976,0,-85.203705,-79.751396,1150.533569,-164.885605,-306.434937,93.265526,79.937927,-226.000412,152.137405
977,0,-85.141151,-79.323677,1150.612793,-165.095886,-301.099518,93.14827,81.117485,-241.207047,149.191925
978,0,-85.051033,-78.938354,1150.686768,-165.261993,-296.152527,92.946259,82.612366,-256.554932,145.804672
979,0,-84.91333,-78.529312,1150.727173,-165.394714,-291.160339,92.876831,84.387695,-271.810425,142.015396
980,0,-84.732788,-78.125526,1150.743164,-165.304916,-286.295227,92.789078,86.397491,-287.009369,138.060852
981,0,-84.588562,-77.661987,1150.769531,-165.331909,-281.770844,92.941956,88.58493,-302.268402,134.128159
982,0,-84.436447,-77.261925,1150.807007,-165.267807,-276.984802,92.93737,90.874496,-317.597321,130.279907
983,0,-84.285805,-76.892883,1150.83374,-165.33345,-272.050354,92.822083,93.173828,-332.929352,126.646637
984,0,-84.127541,-76.560989,1150.854858,-165.192734,-267.173645,92.760971,95.384422,-348.149445,123.523285
985,0,-83.924667,-76.2229,1150.812012,-164.988724,-262.32135,92.716675,97.409927,-363.08905,121.224564
986,0,-83.684166,-75.830353,1150.720093,-165.009842,-257.389771,92.667587,99.153122,-377.576599,119.889519
987,0,-83.428139,-75.434868,1150.567749,-164.98764,-252.215683,92.562363,100.524689,-391.487183,119.434181
988,0,-83.135361,-75.081161,1150.370728,-164.798889,-247.6996,92.518456,101.466324,-404.736237,119.65184
989,0,-82.77562,-74.796021,1150.171509,-164.675461,-242.937088,92.585999,101.963707,-417.248169,120.338509
990,0,-82.350456,-74.519379,1149.981689,-164.64325,-238.173141,92.764313,102.053741,-428.936462,121.350449
991,0,-81.806671,-74.275314,1149.793701,-164.646637,-232.815201,92.753273,101.815086,-439.70636,122.586121
992,0,-81.03112,-73.981895,1149.557251,-164.423447,-228.098709,92.552437,101.337921,-449.474976,123.940849
993,0,-80.186928,-73.746391,1149.331299,-164.343964,-223.273834,92.57048,100.692886,-458.202789,125.277298
994,0,-79.14576,-73.545586,1149.009766,-164.111511,-218.570007,92.544731,99.907463,-465.898285,126.436058
995,0,-77.927811,-73.327904,1148.714233,-163.77948,-213.940536,92.730705,98.995682,-472.574585,127.271278
996,0,-76.626022,-73.140068,1148.45459,-163.969437,-208.898499,92.521912,98.014503,-478.224792,127.671333
997,0,-75.215019,-72.905136,1148.173828,-163.702682,-204.288208,92.812263,97.025291,-482.849884,127.563103
998,0,-73.643837,-72.788643,1147.82605,-163.736633,-199.552322,92.915184,96.008713,-486.466553,126.901535
999,0,-72.092438,-72.668472,1147.502319,-163.461594,-194.70845,92.746277,94.881363,-489.060486,125.63488
1000,0,-70.46772,-72.586113,1147.159058,-163.428009,-189.885376,92.73172,93.58107,-490.560577,123.680756
1001,0,-68.70726,-72.647606,1146.780762,-163.235672,-185.25087,92.660126,92.083786,-490.899963,120.958282
1002,0,-67.006226,-72.71302,1146.415283,-163.040497,-180.634857,92.751198,90.365631,-490.117981,117.506187
1003,0,-65.130531,-72.959068,1146.021606,-163.027939,-175.962799,92.784294,88.47187,-488.350983,113.712784
1004,0,-63.326725,-73.165459,1145.668945,-162.970596,-171.199188,92.757599,86.669868,-485.603851,110.46225
1005,0,-61.377697,-73.487541,1145.234741,-162.999115,-166.517609,92.78154,85.388985,-481.626923,108.703537
1006,0,-59.45266,-73.743599,1144.879639,-163.021896,-161.851044,92.769028,84.886292,-476.387482,108.550255
1007,0,-57.473301,-74.078278,1144.576294,-163.10585,-157.292709,92.797417,85.03582,-470.586517,109.077301
1008,0,-55.42728,-74.330551,1144.388794,-163.240555,-152.733154,92.756592,85.479568,-465.221771,109.259308
1009,0,-53.545258,-74.638756,1144.338745,-163.20575,-148.237061,92.794731,85.903702,-460.67395,108.82695
1010,0,-51.686707,-74.817093,1144.469482,-163.282104,-143.872253,92.944221,86.200661,-456.524536,108.148438
1011,0,-49.764885,-75.089096,1144.745483,-163.295883,-139.499359,92.92408,86.456848,-452.165344,107.644287
1012,0,-47.858345,-75.274147,1145.190552,-163.243881,-135.364746,92.989334,86.791077,-447.374786,107.434525
1013,0,-45.917397,-75.461418,1145.744385,-163.290955,-131.165863,93.040131,87.224304,-442.330658,107.385612
1014,0,-43.69125,-75.619118,1146.34668,-163.288193,-127.142731,93.076836,87.695976,-437.264191,107.348839
1015,0,-41.534229,-75.728569,1146.84314,-163.325897,-123.163109,93.14595,88.130241,-432.256073,107.281479
1016,0,-39.099186,-75.829575,1147.313232,-163.380676,-119.394089,93.271973,88.473228,-427.295074,107.200554
1017,0,-36.700382,-75.818855,1147.733398,-163.433044,-115.522438,93.182808,88.706139,-422.369537,107.123398
1018,0,-34.24659,-75.807518,1148.04541,-163.574783,-111.796555,93.218903,88.84581,-417.469757,107.052376
1019,0,-31.686764,-75.720856,1148.322632,-163.722824,-107.944084,93.031456,88.932259,-412.57428,106.980919
1020,0,-29.198738,-75.562256,1148.515259,-163.793655,-104.224075,92.752953,89.001556,-407.665894,106.9048
1021,0,-26.757992,-75.436211,1148.616699,-164.226624,-100.892395,92.848419,89.068588,-402.747162,106.828445
1022,0,-24.33741,-75.191376,1148.627441,-164.393982,-97.503822,92.68261,89.139267,-397.830872,106.75782
1023,0,-22.014547,-74.843086,1148.63562,-164.279678,-93.768524,92.218872,89.228706,-392.919006,106.688736
1024,0,-19.770838,-74.461212,1148.673462,-164.686646,-90.793068,92.292953,89.356056,-388.001984,106.613121
1025,0,-17.541536,-74.085037,1148.668945,-164.593338,-87.311607,91.641701,89.528297,-383.072601,106.529518
1026,0,-15.330054,-73.559067,1148.683472,-164.834946,-84.368393,91.298889,89.738899,-378.122284,106.438271
1027,0,-13.113619,-72.988052,1148.671387,-165.112305,-81.426666,90.962585,89.970268,-373.14212,106.337517
1028,0,-10.917896,-72.330055,1148.646484,-165.41803,-78.665894,90.655823,90.184494,-368.148865,106.227303
1029,0,-8.740932,-71.561615,1148.574585,-165.834854,-76.166977,90.528854,90.334267,-363.187134,106.111496
1030,0,-6.577531,-70.680298,1148.440796,-166.217621,-73.784286,90.652214,90.412476,-358.292969,106.003273
1031,0,-4.333731,-69.654381,1148.277832,-166.568832,-71.693169,91.056557,90.480484,-353.454407,105.934448
1032,0,-2.113603,-68.592552,1148.13501,-166.877502,-69.826675,91.783806,90.611465,-348.617523,105.928734
1033,0,0.087029,-67.41758,1147.998779,-167.071274,-68.286652,92.858833,90.803886,-343.743256,105.956604
1034,0,2.150527,-66.131447,1147.875854,-167.060211,-67.089218,94.367844,90.989082,-338.836884,105.96199
1035,0,4.218552,-64.881256,1147.761841,-167.139435,-66.272629,96.397812,91.114296,-333.914948,105.927719
1036,0,6.107821,-63.564396,1147.687256,-167.038376,-65.737061,98.792404,91.172058,-328.988861,105.876137
1037,0,7.920959,-62.144688,1147.577515,-166.772308,-65.495232,101.621429,91.171585,-324.068512,105.830193
1038,0,9.690225,-60.71207,1147.523804,-166.326248,-65.613075,104.757957,91.124435,-319.149261,105.798409
1039,0,11.285732,-59.265923,1147.536987,-165.88298,-65.942284,108.37307,91.049294,-314.214935,105.78273
1040,0,12.713449,-57.777435,1147.624878,-165.25145,-66.384895,112.363258,90.967804,-309.26297,105.783752
1041,0,13.971349,-56.318924,1147.7229,-164.743881,-67.346107,116.751335,90.892418,-304.306671,105.792778
1042,0,15.245824,-54.834473,1147.849243,-164.326859,-69.00058,121.656242,90.823982,-299.356201,105.793304
1043,0,16.401489,-53.312931,1147.976074,-163.999619,-71.840019,126.977951,90.760506,-294.403564,105.779991
1044,0,17.318411,-51.792301,1148.128174,-163.435303,-75.515198,131.61026,90.707855,-289.432098,105.76474
1045,0,18.252655,-50.200188,1148.291626,-162.918411,-80.128296,135.581406,90.678604,-284.437042,105.760246
1046,0,19.075226,-48.644001,1148.505005,-162.400986,-85.541924,138.84877,90.677811,-279.427277,105.765305
1047,0,19.64551,-47.067398,1148.797974,-161.149612,-91.109543,140.606506,90.701431,-274.418427,105.769966
1048,0,20.309832,-45.393944,1149.096069,-160.498566,-98.223221,142.261322,90.73867,-269.432037,105.768364
1049,0,20.821882,-43.838566,1149.380615,-159.502853,-105.82798,143.124924,90.76368,-264.488068,105.76326
1050,0,21.22612,-42.191788,1149.651367,-158.626083,-114.317329,143.471191,90.756599,-259.577576,105.767769
1051,0,21.442671,-40.522743,1149.895874,-157.509476,-123.361313,143.143829,90.750114,-254.635513,105.80114
1052,0,21.698765,-38.803856,1150.033447,-156.648697,-133.139465,142.320587,90.8134,-249.584671,105.868263
1053,0,21.835184,-37.124874,1150.122192,-155.892456,-143.539429,141.035995,90.958359,-244.44545,105.942558
1054,0,21.932489,-35.381184,1150.175293,-155.18103,-154.430191,139.247284,91.113647,-239.329453,105.989777
1055,0,21.989048,-33.741268,1150.221924,-154.678391,-166.006622,137.312256,91.222588,-234.302689,106.015518
1056,0,21.991472,-32.005878,1150.256226,-154.484131,-177.786423,135.069473,91.299675,-229.334976,106.055992
1057,0,21.922527,-30.336159,1150.322998,-154.773834,-189.761108,132.643967,91.382294,-224.351074,106.103676
1058,0,21.871994,-28.780382,1150.374268,-154.559967,-202.463089,129.713593,91.480705,-219.292557,106.097771
1059,0,21.801466,-27.176617,1150.477051,-154.685867,-215.82579,126.952065,91.563118,-214.195572,106.034653
1060,0,21.67853,-25.627445,1150.57666,-155.444519,-228.91774,124.128181,91.594078,-209.16452,105.998955
1061,0,21.417028,-24.238783,1150.699463,-156.247818,-242.395172,121.025208,91.596069,-204.221848,106.033401
1062,0,21.130371,-22.770185,1150.86499,-157.191895,-256.166656,118.019043,91.616043,-199.284882,106.086784
1063,0,20.803589,-21.422945,1151.015991,-158.260254,-270.132233,115.166069,91.661552,-194.280136,106.106934
1064,0,20.318972,-20.093031,1151.172119,-159.286865,-284.247498,112.3395,91.732071,-189.188309,106.097458
1065,0,19.788404,-18.849566,1151.362305,-160.925079,-298.913757,110.175201,91.839378,-184.038239,106.081139
1066,0,19.269186,-17.672745,1151.528442,-162.246155,-313.329346,107.908653,91.950264,-178.911652,106.054337
1067,0,18.604891,-16.468399,1151.661621,-164.223633,-327.612488,106.228645,91.995079,-173.882095,106.006821
1068,0,17.931896,-15.445397,1151.796509,-166.06427,-341.719055,105.028809,91.961212,-168.931061,105.960983
1069,0,17.040594,-14.445659,1151.918579,-167.907974,-355.673004,104.508827,91.902596,-163.978699,105.945671
1070,0,16.214823,-13.598524,1151.987061,-169.773422,-369.251556,104.690552,91.867348,-158.980301,105.951874
1071,0,15.220083,-12.821571,1152.021362,-171.135605,-382.287201,105.220001,91.874519,-153.955246,105.950996
1072,0,14.15269,-12.132708,1151.963623,-172.508301,-394.653412,106.323914,91.932549,-148.943329,105.936394
1073,0,13.027217,-11.510615,1151.821533,-173.658218,-406.276367,107.799622,92.036278,-143.963684,105.923248
1074,0,11.729179,-10.979461,1151.545776,-174.583252,-416.900879,109.459442,92.161423,-139.004837,105.917168
1075,0,10.395911,-10.555619,1151.154907,-175.140381,-426.432312,111.271965,92.277634,-134.010956,105.879677
1076,0,8.8246,-10.253877,1150.682983,-175.319427,-434.81662,113.068375,92.358307,-128.901184,105.751877
1077,0,7.223291,-10.039684,1150.234497,-175.219757,-441.934296,114.77195,92.406052,-123.689339,105.554733
1078,0,5.456882,-9.906423,1149.672974,-174.567535,-447.661407,116.150558,92.45826,-118.519989,105.391937
1079,0,3.662728,-9.882957,1149.013794,-173.250534,-451.838715,116.786308,92.531258,-113.491867,105.317268
1080,0,1.734144,-9.928058,1148.352661,-171.717468,-453.997284,116.165375,92.60321,-108.555168,105.300179
1081,0,-0.298141,-10.132507,1147.627563,-170.143387,-453.70697,114.138771,92.659836,-103.626411,105.308693
1082,0,-2.364864,-10.439923,1146.9375,-168.403641,-451.214355,110.999626,92.711533,-98.688766,105.335892
1083,0,-4.406773,-10.88432,1146.313965,-167.380249,-447.359436,107.58567,92.765251,-93.769104,105.373871
1084,0,-6.719973,-11.345343,1145.716309,-167.46933,-442.999878,105.850784,92.799011,-88.89003,105.406914
1085,0,-8.885074,-11.927083,1145.225586,-168.355377,-438.388153,104.446228,92.774261,-84.062614,105.42675
1086,0,-11.084105,-12.476198,1144.858887,-169.639023,-434.637939,102.547173,92.673378,-79.299797,105.447052
1087,0,-13.105303,-13.028663,1144.588745,-170.333817,-431.38623,100.551575,92.522865,-74.622955,105.490524
1088,0,-15.371721,-13.649467,1144.395264,-170.024292,-427.932678,99.485847,92.376122,-70.063271,105.560303
1089,0,-17.49827,-14.268555,1144.329468,-169.192917,-423.8927,98.984337,92.27198,-65.652672,105.638489
1090,0,-19.810549,-14.890735,1144.35144,-168.605362,-419.529602,98.427956,92.215591,-61.40057,105.71389
1091,0,-22.249336,-15.546148,1144.493652,-168.666794,-415.034271,97.875214,92.188515,-57.28093,105.793106
1092,0,-24.808956,-16.199629,1144.737671,-168.872711,-410.643494,97.619469,92.164856,-53.246151,105.881111
1093,0,-27.544516,-16.894314,1145.044678,-169.225433,-405.675262,97.305374,92.145081,-49.270256,105.969688
1094,0,-30.238026,-17.580826,1145.44812,-169.281052,-400.524048,96.852982,92.189323,-45.38554,106.048424
1095,0,-32.959534,-18.277559,1145.807251,-169.230118,-395.830994,96.714729,92.366531,-41.648277,106.112831
1096,0,-35.508839,-18.951778,1146.195923,-168.891907,-391.33017,96.775314,92.670212,-38.072029,106.157402
1097,0,-38.024303,-19.570599,1146.488281,-168.585846,-386.644257,96.688652,93.051636,-34.620789,106.173744
1098,0,-40.365582,-20.219389,1146.795044,-168.450058,-381.686035,96.311455,93.494514,-31.254292,106.166008
1099,0,-42.745026,-20.743063,1147.075684,-168.289352,-376.736389,96.189178,93.987869,-27.967632,106.157799
1100,0,-44.976944,-21.343266,1147.332397,-168.202805,-372.085968,96.395584,94.488998,-24.792019,106.168587
1101,0,-47.200359,-21.865456,1147.548218,-168.19957,-366.768524,96.125816,94.973999,-21.767639,106.188538
1102,0,-49.274776,-22.336348,1147.750366,-168.152359,-362.006897,96.225578,95.466476,-18.924873,106.19516
1103,0,-51.294167,-22.769556,1147.96521,-168.166489,-356.879547,95.968933,95.951431,-16.273672,106.177025
1104,0,-53.503025,-23.125175,1148.114502,-168.319733,-352.018066,95.977264,96.332321,-13.806978,106.124962
1105,0,-55.540016,-23.390747,1148.21814,-168.134537,-347.251251,96.057037,96.550934,-11.541678,106.039352
1106,0,-57.560921,-23.504906,1148.294922,-168.099823,-342.196777,95.88205,96.655884,-9.533211,105.966423
1107,0,-59.611977,-23.557467,1148.27478,-168.124451,-337.339386,95.805435,96.709839,-7.815639,106.016136
1108,0,-61.51683,-23.462811,1148.185425,-168.185181,-332.398407,95.789604,96.712608,-6.34358,106.309959
1109,0,-63.356815,-23.279272,1148.008911,-168.225662,-327.472656,95.756409,96.614044,-5.005082,106.856079
1110,0,-65.217209,-22.91254,1147.813477,-168.236725,-322.555267,95.653557,96.384209,-3.740958,107.564705
1111,0,-66.826874,-22.542938,1147.517822,-168.121307,-317.613129,95.576706,96.075127,-2.65911,108.457321
1112,0,-68.517937,-21.971004,1147.249756,-168.237717,-312.78302,95.493912,95.763008,-1.917612,109.687035
1113,0,-69.978493,-21.331572,1146.891724,-168.120041,-308.006042,95.260994,95.468437,-1.56055,111.364105
1114,0,-71.458153,-20.548841,1146.438477,-168.810654,-302.485474,95.25103,95.184525,-1.578492,113.536758
1115,0,-72.811203,-19.677986,1146.027832,-168.992661,-297.466797,95.138168,94.891769,-1.981653,116.227951
1116,0,-74.111732,-18.831194,1145.664429,-169.154617,-292.421631,95.066124,94.53228,-2.767498,119.394615
1117,0,-75.1334,-17.831398,1145.358398,-169.32692,-287.410187,95.013855,94.043922,-3.923443,122.952904
1118,0,-76.112717,-16.881769,1145.173584,-169.433365,-282.332733,94.91362,93.417091,-5.486224,126.875717
1119,0,-77.015633,-15.944501,1145.025635,-169.518356,-277.337769,94.886063,92.700172,-7.61938,131.249573
1120,0,-77.676537,-14.961228,1145.042847,-169.729156,-272.304047,94.794968,91.935295,-10.607619,136.182587
1121,0,-78.290588,-14.02613,1145.106079,-169.812134,-267.408325,94.749435,91.083649,-14.694149,141.568619
1122,0,-78.777054,-13.035598,1145.317749,-169.885086,-262.333618,94.742279,90.060768,-19.926472,146.974701
1123,0,-79.187569,-12.055018,1145.612061,-169.947205,-257.257111,94.735802,88.866806,-26.205854,151.835068
1124,0,-79.474701,-11.124748,1146.019897,-169.92601,-252.064697,94.751678,87.626434,-33.429981,155.742966
1125,0,-79.720894,-10.168745,1146.470947,-169.945251,-247.040115,94.756317,86.470329,-41.504623,158.56958
1126,0,-79.883812,-9.243751,1147.011841,-169.869995,-241.944962,94.761505,85.442398,-50.315731,160.391098
1127,0,-79.985283,-8.310138,1147.582886,-169.958359,-236.785141,94.886681,84.544151,-59.815807,161.3647
1128,0,-80.006851,-7.431108,1148.089355,-169.722916,-231.991562,94.844177,83.781479,-70.052925,161.651154
1129,0,-79.936554,-6.456143,1148.536377,-169.65564,-226.957062,94.910789,83.154442,-81.045921,161.365524
1130,0,-79.810013,-5.506391,1148.85376,-169.610016,-221.896439,94.890533,82.663063,-92.726738,160.548264
1131,0,-79.570915,-4.457225,1149.108887,-169.594955,-216.878036,94.879471,82.328033,-105.031204,159.205811
1132,0,-79.228409,-3.451585,1149.302856,-169.589828,-211.902405,94.841408,82.19989,-117.957909,157.388611
1133,0,-78.873047,-2.494612,1149.431274,-169.566071,-206.849625,94.756035,82.358849,-131.525513,155.215652
1134,0,-78.40094,-1.449141,1149.54834,-169.677017,-201.895996,94.783089,82.892754,-145.721252,152.832535
1135,0,-77.889297,-0.574515,1149.621948,-169.671066,-196.735779,94.696373,83.835419,-160.475754,150.332764
1136,0,-77.401596,0.353327,1149.731934,-169.709976,-191.73497,94.720695,85.108887,-175.691269,147.696716
1137,0,-76.797539,1.162423,1149.856567,-169.785385,-186.761871,94.706711,86.578667,-191.317123,144.830536
1138,0,-76.284256,1.956848,1150.001465,-169.77272,-181.980988,94.771217,88.189598,-207.304626,141.65361
1139,0,-75.660583,2.600191,1150.147827,-169.714523,-176.995728,94.755554,89.980751,-223.515045,138.13678
1140,0,-74.911591,3.233295,1150.290405,-170.079208,-172.511429,95.062447,91.993576,-239.83342,134.316055
1141,0,-74.191666,3.753647,1150.435913,-169.824036,-167.191116,94.757591,94.250114,-256.279633,130.318863
1142,0,-73.519524,4.176671,1150.593506,-169.781433,-162.154831,94.68705,96.74334,-272.893829,126.398605
1143,0,-72.805641,4.472025,1150.737671,-169.771149,-156.883865,94.636963,99.37352,-289.614227,122.935722
1144,0,-72.033478,4.639166,1150.832642,-169.684586,-152.064316,94.618027,101.951996,-306.288208,120.341087
1145,0,-71.17115,4.691635,1150.874634,-169.587585,-147.02803,94.589386,104.298912,-322.717224,118.896378
1146,0,-70.383179,4.599062,1150.842041,-169.855621,-141.937897,94.521584,106.318184,-338.68631,118.647461
1147,0,-69.362679,4.415734,1150.70752,-169.509796,-137.003464,94.523293,107.978157,-353.982239,119.422501
1148,0,-68.401215,4.178409,1150.48999,-169.690964,-131.777679,94.220596,109.252594,-368.386749,120.929382
1149,0,-67.427513,3.817647,1150.192993,-169.538818,-126.853477,94.157387,110.108696,-381.68631,122.85244
1150,0,-66.252075,3.356128,1149.846313,-169.425873,-121.970581,94.346413,110.541512,-393.733063,124.935135
1151,0,-65.045753,2.788496,1149.411011,-169.431946,-116.848221,94.164513,110.592354,-404.472595,127.00869
1152,0,-63.642071,2.110439,1148.875854,-169.31076,-111.892395,94.128334,110.295044,-413.899933,128.925293
1153,0,-62.129246,1.446083,1148.308838,-169.306702,-107.006165,94.142776,109.592445,-422.01889,130.480621
1154,0,-60.388508,0.677756,1147.635498,-169.052032,-102.045097,94.029411,108.367508,-428.812286,131.405273
1155,0,-58.615715,-0.19803,1146.883667,-168.965881,-97.161011,94.060577,106.595833,-434.188171,131.400284
1156,0,-56.582291,-1.067944,1146.097778,-168.842834,-92.333618,94.092354,104.398888,-437.947754,130.195694
1157,0,-54.580379,-2.034327,1145.286133,-168.597443,-87.460251,94.086472,101.923294,-439.877136,127.629158
1158,0,-52.569801,-3.152819,1144.367554,-168.427368,-82.687408,94.097412,99.293968,-439.976624,123.766418
1159,0,-50.404926,-4.242968,1143.486084,-168.123215,-77.867668,94.145752,96.744171,-438.636322,119.094612
1160,0,-48.106445,-5.555932,1142.515259,-167.957352,-73.385071,94.389847,94.667435,-436.455261,114.576736
1161,0,-45.739559,-6.848633,1141.605713,-167.641968,-68.592873,94.438553,93.423286,-433.782837,111.222389
1162,0,-43.317417,-8.138765,1140.694458,-167.403488,-63.868404,94.276764,93.071671,-430.584839,109.387062
1163,0,-41.008144,-9.337774,1139.883911,-167.414612,-59.385353,94.365997,93.30101,-426.808838,108.605392
1164,0,-38.82362,-10.454655,1139.233398,-167.218719,-55.09317,94.514084,93.647514,-422.5961,108.208542
1165,0,-36.652714,-11.515397,1138.963989,-167.07045,-51.014847,94.547707,93.847206,-418.079102,107.908997
1166,0,-34.773888,-12.623927,1139.302124,-167.001465,-47.359158,94.922119,93.980278,-413.277069,107.721802
1167,0,-32.865528,-13.896321,1140.076294,-166.769302,-43.542366,94.766098,94.265884,-408.228424,107.64592
1168,0,-30.820951,-15.174814,1141.33374,-166.840179,-40.154537,94.867264,94.776314,-403.040558,107.61795
1169,0,-28.68961,-16.361046,1142.679199,-166.604202,-36.510864,94.837105,95.382614,-397.829712,107.597427
1170,0,-26.439995,-17.500971,1144.009033,-166.946213,-33.597492,94.84304,95.904938,-392.684662,107.568008
1171,0,-24.067743,-18.544651,1145.149292,-167.379074,-30.880751,94.767365,96.240158,-387.643524,107.517746
1172,0,-21.604385,-19.509148,1146.117065,-167.754303,-28.273623,94.338928,96.372719,-382.68924,107.44561
1173,0,-19.221716,-20.409225,1146.958618,-168.573059,-26.166607,94.286751,96.331528,-377.791351,107.355362
1174,0,-16.77968,-21.202127,1147.570679,-169.098221,-24.061998,93.954529,96.15876,-372.940369,107.244232
1175,0,-14.502223,-21.95261,1148.103638,-169.440826,-22.025808,93.167068,95.901413,-368.135071,107.11248
1176,0,-12.387539,-22.594814,1148.455322,-169.965363,-20.144669,92.605438,95.607033,-363.364746,106.9729
1177,0,-10.253611,-23.13188,1148.653442,-170.578171,-18.483501,92.187897,95.320396,-358.613953,106.841629
1178,0,-8.311415,-23.583071,1148.731323,-171.205124,-16.863674,92.04512,95.085182,-353.859802,106.727715
