,,HW3001:PELVIS_T,,,HW3001:R_Foot_T,,,HW3001:L_Foot_T,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
3334,0,-49.169621,-83.153778,1140.394409,-157.393982,-458.825317,94.689636,118.503723,-46.538769,106.207848
3335,0,-51.054935,-83.764946,1140.198975,-157.477585,-453.987335,94.485847,118.938789,-45.982742,107.401016
3336,0,-52.883888,-84.35601,1139.940918,-157.595642,-449.156891,94.390915,119.449455,-45.788486,109.059746
3337,0,-54.477669,-84.816658,1139.615234,-157.625031,-444.390625,94.49881,119.992096,-45.945042,111.101479
3338,0,-56.081551,-85.092293,1139.346558,-157.680679,-439.524933,94.40789,120.523544,-46.490231,113.540146
3339,0,-57.641933,-85.378883,1139.13562,-157.75296,-434.512421,94.355209,120.977974,-47.469303,116.416786
3340,0,-59.175266,-85.609726,1139.060547,-157.718811,-429.508881,94.254395,121.271194,-48.871948,119.730469
3341,0,-60.756172,-85.797859,1139.142822,-157.749954,-424.53064,94.283646,121.338799,-50.630825,123.442223
3342,0,-62.316975,-85.911247,1139.297485,-157.768585,-419.452026,94.237091,121.175064,-52.719131,127.5429
3343,0,-63.781181,-86.01255,1139.517822,-157.698013,-414.418396,94.236183,120.835922,-55.274734,132.105469
3344,0,-65.23085,-86.004723,1139.734741,-157.691437,-409.361542,94.222603,120.383141,-58.606171,137.214508
3345,0,-66.440033,-85.905441,1139.973999,-157.541763,-404.333801,94.185432,119.806351,-63.021801,142.767944
3346,0,-67.554298,-85.805733,1140.263062,-157.536682,-399.371521,94.204376,119.023476,-68.63044,148.350357
3347,0,-68.52037,-85.629822,1140.51416,-157.39447,-394.322296,94.178841,117.966133,-75.307617,153.365479
3348,0,-69.321854,-85.361534,1140.864014,-157.36702,-389.341766,94.231033,116.649849,-82.825523,157.333603
3349,0,-69.976074,-85.070053,1141.302856,-157.334824,-384.31311,94.232994,115.176041,-91.001358,160.089783
3350,0,-70.377403,-84.791733,1141.8125,-157.264893,-379.38443,94.244728,113.668541,-99.754837,161.743713
3351,0,-70.749557,-84.431999,1142.389893,-157.223114,-374.387512,94.241707,112.198265,-109.080597,162.506165
3352,0,-70.970375,-84.030891,1142.965332,-157.107239,-369.44519,94.283195,110.776627,-119.02005,162.567749
3353,0,-71.076553,-83.594795,1143.519043,-156.966629,-364.531342,94.236069,109.411606,-129.651703,162.075302
3354,0,-71.123306,-83.119316,1144.065674,-156.753494,-359.365204,94.056747,108.132233,-141.019943,161.137161
3355,0,-71.129791,-82.663719,1144.553101,-156.660675,-354.694,94.292442,106.940582,-153.038574,159.80542
3356,0,-71.13678,-82.177605,1144.958008,-156.441513,-349.64212,94.288361,105.813652,-165.562836,158.082565
3357,0,-71.121864,-81.719688,1145.291382,-156.448029,-344.739838,94.355103,104.817497,-178.56189,156.020081
3358,0,-71.113113,-81.307274,1145.590332,-156.323883,-339.737762,94.285843,104.10289,-192.108383,153.749115
3359,0,-71.121986,-80.938255,1145.842651,-156.464828,-334.641846,94.084625,103.730865,-206.246124,151.337463
3360,0,-71.136833,-80.610634,1146.055176,-156.551315,-329.683319,94.05526,103.645576,-220.910751,148.727173
3361,0,-71.151535,-80.320229,1146.258301,-156.565536,-324.554962,93.929977,103.808792,-235.929153,145.84407
3362,0,-71.107033,-80.051414,1146.398315,-156.584625,-319.606201,93.80658,104.241455,-251.125061,142.651611
3363,0,-71.032997,-79.837143,1146.509766,-156.582916,-314.689789,93.905212,104.994492,-266.409393,139.15686
3364,0,-70.91024,-79.642151,1146.596313,-156.588776,-309.759918,93.804482,106.113266,-281.768097,135.462112
3365,0,-70.726128,-79.479561,1146.67334,-156.512939,-304.862671,93.707367,107.571358,-297.221832,131.701401
3366,0,-70.487694,-79.323624,1146.751587,-156.535339,-300.096863,93.598625,109.284554,-312.78772,127.928047
3367,0,-70.192657,-79.231422,1146.783936,-156.717865,-294.845581,93.429352,111.200142,-328.454956,124.206711
3368,0,-69.879631,-79.160789,1146.818237,-156.802811,-289.823883,93.524689,113.287979,-344.172302,120.765244
3369,0,-69.430779,-79.14608,1146.82666,-156.930862,-284.726593,93.519791,115.47142,-359.83493,117.953026
3370,0,-68.909012,-79.21212,1146.823364,-156.798203,-279.700897,93.388344,117.642151,-375.30838,116.043404
3371,0,-68.348778,-79.315857,1146.787842,-156.823059,-274.842438,93.386444,119.710602,-390.48175,115.087349
3372,0,-67.645081,-79.509949,1146.69397,-156.752655,-270.024414,93.272751,121.60183,-405.27417,114.96714
3373,0,-66.946983,-79.721436,1146.549438,-156.651566,-265.138428,93.394722,123.23175,-419.601746,115.53965
3374,0,-66.094086,-79.962547,1146.354736,-156.847549,-260.204041,93.41877,124.518127,-433.385071,116.673744
3375,0,-65.184082,-80.260948,1146.112183,-156.606323,-255.310745,93.318085,125.423241,-446.572998,118.212646
3376,0,-64.174149,-80.628151,1145.799683,-156.723358,-250.426056,93.43412,125.978828,-459.120026,119.985641
3377,0,-63.2155,-81.016899,1145.494019,-156.577347,-245.438171,93.240891,126.252502,-470.951843,121.850632
3378,0,-62.124851,-81.438202,1145.110107,-156.349716,-240.776382,93.352829,126.292679,-481.969147,123.698204
3379,0,-60.97963,-81.921684,1144.703125,-156.274673,-235.860611,93.374107,126.115349,-492.081543,125.429001
3380,0,-59.595516,-82.355423,1144.212646,-155.985077,-231.013046,93.171188,125.751945,-501.214569,126.931427
3381,0,-58.15308,-82.938705,1143.729858,-156.074127,-226.021927,93.596786,125.299889,-509.269409,128.077591
3382,0,-56.520939,-83.540871,1143.19104,-155.640686,-221.392731,93.31736,124.869377,-516.117554,128.774384
3383,0,-54.654678,-84.112946,1142.623901,-155.541489,-216.42395,93.270706,124.476852,-521.638489,129.020035
3384,0,-52.633877,-84.773575,1142.02063,-155.282761,-211.91011,93.336182,124.024551,-525.714172,128.866547
3385,0,-50.478954,-85.514023,1141.352417,-155.017105,-206.917618,93.308273,123.34713,-528.21637,128.300934
3386,0,-48.165581,-86.269028,1140.606323,-154.76564,-202.197632,93.356804,122.306763,-529.040405,127.145126
3387,0,-45.90303,-87.141655,1139.773804,-154.390579,-197.579727,93.216835,120.947594,-528.194031,125.124794
3388,0,-43.399887,-88.101044,1138.836792,-154.356186,-192.478897,93.388245,119.588562,-525.961731,122.161652
3389,0,-40.8438,-89.142715,1137.884277,-153.999725,-187.830826,93.51783,118.686073,-522.974609,118.615791
3390,0,-38.179031,-90.279984,1136.808228,-153.822876,-183.08046,93.57328,118.469765,-519.945129,115.136559
3391,0,-35.565445,-91.480621,1135.736572,-153.974472,-178.076553,93.636108,118.70343,-517.213867,112.250916
3392,0,-32.996635,-92.575409,1134.68689,-153.73674,-173.700928,93.763077,118.901817,-514.556458,110.16803
3393,0,-30.475281,-93.606956,1133.925293,-153.573212,-169.24057,93.68528,118.769531,-511.465179,108.879601
3394,0,-27.942871,-94.672279,1133.479614,-153.63266,-164.957993,93.644188,118.391548,-507.628967,108.23156
3395,0,-25.312176,-95.619408,1133.508545,-153.682983,-161.058731,93.715744,118.070786,-503.130615,107.949081
3396,0,-22.659262,-96.549301,1133.934204,-153.768127,-157.237961,93.682182,118.044586,-498.231873,107.78067
3397,0,-19.831846,-97.461807,1134.721558,-153.885208,-153.740311,93.840782,118.339432,-493.130768,107.621994
3398,0,-16.975319,-98.2705,1135.691895,-154.133759,-150.433975,93.828377,118.828186,-487.960144,107.468132
3399,0,-13.897964,-98.969307,1136.702881,-154.506393,-147.42897,93.837639,119.348991,-482.840881,107.321274
3400,0,-10.735571,-99.541321,1137.64209,-154.853317,-144.717239,93.799553,119.775307,-477.842682,107.178391
3401,0,-7.480914,-100.073654,1138.557251,-155.257645,-142.055603,93.642105,120.044601,-472.953857,107.047615
3402,0,-4.255275,-100.522659,1139.309082,-155.669495,-139.794037,93.54673,120.161438,-468.120758,106.93383
3403,0,-1.017259,-100.893845,1140.062744,-156.18248,-137.673492,93.334541,120.172279,-463.299835,106.823204
3404,0,2.103659,-101.171242,1140.658081,-156.764633,-135.664337,92.971931,120.123489,-458.480865,106.691666
3405,0,4.993252,-101.274117,1141.053467,-157.099854,-133.750061,92.409569,120.0382,-453.684174,106.524864
3406,0,7.61385,-101.2192,1141.212891,-157.762497,-132.082779,92.190331,119.942924,-448.936798,106.34404
3407,0,10.12411,-101.016525,1141.126953,-158.377777,-130.479736,92.312767,119.90461,-444.230438,106.20739
3408,0,12.446231,-100.649223,1140.938599,-158.847473,-128.886337,93.098534,119.991684,-439.506439,106.154373
3409,0,14.679827,-100.254036,1140.825073,-159.183075,-127.651352,94.489128,120.18869,-434.705719,106.149803
3410,0,16.707514,-99.69149,1140.720459,-159.426758,-126.628342,96.438354,120.409904,-429.823761,106.118095
3411,0,18.755562,-99.110428,1140.706543,-159.446289,-125.928375,98.674431,120.600166,-424.89566,106.027107
3412,0,20.758467,-98.462639,1140.750854,-159.471191,-125.424561,101.233444,120.766579,-419.951111,105.903252
3413,0,22.651346,-97.697296,1140.845825,-159.460342,-125.138268,104.217896,120.924927,-415.007324,105.783226
3414,0,24.670828,-96.94619,1141.058228,-159.330536,-124.934685,107.57399,121.061546,-410.082275,105.684677
3415,0,26.694279,-96.039108,1141.280884,-159.187378,-124.861282,111.272682,121.150017,-405.185669,105.610023
3416,0,28.508217,-95.096848,1141.533936,-159.207855,-125.451866,115.660454,121.181511,-400.298584,105.553131
3417,0,30.291716,-94.132263,1141.850952,-159.490829,-126.904472,120.522652,121.171288,-395.382935,105.505798
3418,0,31.932741,-93.061676,1142.144775,-159.803558,-129.356277,125.250656,121.146362,-390.413483,105.467468
3419,0,33.446808,-91.979836,1142.504883,-160.027847,-132.469131,129.281647,121.125664,-385.393311,105.442154
3420,0,34.739475,-90.814636,1142.850342,-160.429871,-136.265182,132.794022,121.108833,-380.347839,105.430527
3421,0,35.939259,-89.631325,1143.298218,-160.881378,-140.922058,135.72934,121.086479,-375.305786,105.430313
3422,0,36.932987,-88.398232,1143.759033,-161.09259,-146.243347,137.920868,121.05423,-370.276062,105.436218
3423,0,37.771099,-87.141884,1144.253052,-161.037155,-152.361145,139.537491,121.015022,-365.244751,105.446976
3424,0,38.559883,-85.838326,1144.787598,-161.109909,-159.328629,140.657822,120.97509,-360.19455,105.471329
3425,0,39.160297,-84.414169,1145.246826,-160.525223,-166.699585,140.716339,120.940598,-355.123322,105.514381
3426,0,39.643017,-83.023987,1145.649048,-160.588898,-174.834991,140.611084,120.91394,-350.045258,105.567955
3427,0,40.102184,-81.514244,1146.017456,-160.620941,-183.534531,139.895004,120.891457,-344.977509,105.618736
3428,0,40.4711,-80.035187,1146.333618,-160.786545,-192.621735,138.58931,120.869926,-339.920441,105.658447
3429,0,40.879742,-78.554306,1146.642456,-160.98909,-202.594757,136.825424,120.860046,-334.851807,105.688248
3430,0,41.184528,-77.076035,1146.913208,-161.072449,-212.832809,134.871841,120.877579,-329.749847,105.714317
3431,0,41.504444,-75.548943,1147.177979,-161.265579,-223.716705,132.814209,120.911423,-324.621674,105.741646
3432,0,41.746243,-74.115921,1147.386841,-162.045105,-234.564789,130.64682,120.927742,-319.496429,105.771156
3433,0,42.105679,-72.644859,1147.61145,-162.73082,-245.789749,127.999664,120.913712,-314.398895,105.794144
3434,0,42.292599,-71.217796,1147.828003,-163.677933,-257.230774,125.355362,120.896164,-309.333435,105.799072
3435,0,42.451073,-69.816818,1148.038452,-164.664093,-269.177551,122.618195,120.912102,-304.278961,105.790642
3436,0,42.588627,-68.415947,1148.276489,-165.834091,-281.330261,119.931671,120.967239,-299.2146,105.785522
3437,0,42.619431,-67.084816,1148.493042,-167.296463,-293.868103,117.5,121.03035,-294.153931,105.788414
3438,0,42.637848,-65.743652,1148.709595,-168.637939,-306.314789,114.867271,121.06414,-289.126343,105.790016
3439,0,42.586296,-64.382553,1148.90979,-169.999054,-318.84729,112.412552,121.060669,-284.13559,105.790207
3440,0,42.434734,-63.147121,1149.069458,-171.975525,-331.536255,110.68869,121.068527,-279.12027,105.809357
3441,0,42.242474,-61.865047,1149.224854,-173.874573,-344.129486,109.128441,121.163864,-273.969757,105.8638
3442,0,41.976807,-60.640732,1149.334595,-176.028549,-356.696899,108.092194,121.34198,-268.680481,105.935638
3443,0,41.623184,-59.461662,1149.420532,-178.179535,-369.181366,107.392769,121.491234,-263.420532,105.988876
3444,0,41.183182,-58.395771,1149.491455,-180.301498,-381.473114,106.994431,121.538994,-258.310333,106.011169
3445,0,40.632587,-57.320454,1149.54895,-182.437805,-393.70639,106.808044,121.524582,-253.29628,106.018372
3446,0,40.103638,-56.398891,1149.560913,-184.646866,-405.746948,106.87825,121.48571,-248.316101,106.03476
3447,0,39.447399,-55.49247,1149.48291,-186.882431,-417.600342,107.159821,121.398323,-243.39769,106.079567
3448,0,38.720539,-54.645546,1149.372192,-188.959167,-429.325439,107.739929,121.27742,-238.537094,106.14888
3449,0,37.894806,-53.929222,1149.199097,-190.878571,-440.640442,108.588211,121.229576,-233.624542,106.21228
3450,0,36.962376,-53.242588,1149.020508,-192.674866,-451.337555,109.684166,121.311821,-228.584671,106.241463
3451,0,36.058678,-52.647846,1148.769287,-194.323715,-461.433105,111.119698,121.439827,-223.483017,106.237488
3452,0,34.920406,-52.103527,1148.411011,-195.729538,-470.818207,112.916756,121.530983,-218.403351,106.225891
3453,0,33.836529,-51.669163,1147.987305,-196.915924,-479.201111,115.087097,121.617783,-213.333221,106.224854
3454,0,32.484489,-51.345932,1147.486328,-197.781158,-486.45108,117.445473,121.755623,-208.232178,106.222664
3455,0,31.064747,-51.041798,1147.017822,-198.325287,-492.558136,119.81546,121.910095,-203.136765,106.192039
3456,0,29.667778,-50.865616,1146.483032,-198.526764,-497.682434,122.170441,122.000069,-198.125076,106.124176
3457,0,28.073458,-50.721855,1145.825317,-198.414368,-501.759766,124.067001,122.01339,-193.201996,106.045425
3458,0,26.476498,-50.687889,1145.182739,-198.188812,-504.749847,125.34726,122.010696,-188.300446,105.990799
3459,0,24.708153,-50.709259,1144.462036,-197.897644,-506.687927,126.228584,122.05114,-183.367294,105.967148
3460,0,22.861544,-50.841351,1143.679321,-197.312958,-507.254303,126.01535,122.153511,-178.399612,105.956245
3461,0,20.786715,-51.025047,1142.916016,-196.552383,-506.445587,124.84861,122.275467,-173.433029,105.941315
3462,0,18.707972,-51.346794,1142.049316,-195.688477,-504.4328,122.789413,122.35537,-168.492523,105.907242
3463,0,16.339079,-51.669693,1141.197266,-194.726212,-501.36673,119.513481,122.410736,-163.547592,105.830101
3464,0,13.850757,-52.206585,1140.284302,-194.092575,-497.828125,115.780182,122.499733,-158.566589,105.712212
3465,0,11.229362,-52.78294,1139.320435,-193.840652,-494.46698,112.645226,122.599998,-153.596207,105.61319
3466,0,8.580864,-53.433601,1138.368286,-193.882172,-491.61969,109.946098,122.640251,-148.712891,105.593781
3467,0,5.832222,-54.165722,1137.401123,-194.23909,-489.421967,106.383743,122.59568,-143.92627,105.648575
3468,0,3.08227,-54.874493,1136.539307,-194.791229,-488.218536,101.635422,122.487,-139.193283,105.728027
3469,0,0.315967,-55.721275,1135.786987,-194.789948,-487.686707,97.313766,122.35025,-134.491409,105.794785
3470,0,-2.514374,-56.442207,1135.195312,-194.011215,-485.555511,95.244331,122.217392,-129.845581,105.841927
3471,0,-5.259007,-57.126293,1134.795288,-193.334747,-480.936249,95.324242,122.098503,-125.30938,105.880653
3472,0,-8.041944,-57.632187,1134.60022,-192.945374,-475.877777,95.456459,121.996605,-120.929314,105.924011
3473,0,-10.825733,-58.073559,1134.606323,-192.993454,-471.049225,95.094444,121.918251,-116.721748,105.984886
3474,0,-13.603724,-58.492374,1134.88269,-193.170883,-465.949249,94.853256,121.859131,-112.680481,106.080399
3475,0,-16.469873,-58.82082,1135.499023,-193.446747,-460.735535,94.819458,121.813522,-108.796387,106.221024
3476,0,-19.384932,-59.198551,1136.305176,-193.92189,-455.400238,94.676949,121.792191,-105.062874,106.385986
3477,0,-22.615469,-59.595848,1137.366211,-194.473801,-450.054535,94.666428,121.797684,-101.453232,106.515976
3478,0,-26.034048,-59.898602,1138.449341,-194.864746,-444.838562,94.601952,121.806496,-97.91967,106.555794
3479,0,-29.532991,-60.214279,1139.549316,-195.048706,-439.772064,94.620682,121.825432,-94.442444,106.51815
3480,0,-33.047153,-60.552567,1140.612549,-195.170258,-434.759613,94.581673,121.921799,-91.023323,106.497475
3481,0,-36.517433,-60.775486,1141.556396,-195.102692,-429.578064,94.426956,122.156532,-87.640762,106.588623
3482,0,-39.83099,-60.834629,1142.2948,-195.039291,-424.671478,94.564484,122.536514,-84.302948,106.774063
3483,0,-42.912758,-60.802959,1142.85376,-194.98613,-419.746399,94.560699,123.024826,-81.08239,106.941628
3484,0,-45.790794,-60.753349,1143.210693,-194.90123,-414.714355,94.381638,123.557594,-78.023941,107.014595
3485,0,-48.562584,-60.599182,1143.444702,-194.840164,-409.820221,94.204681,124.069687,-75.103111,107.002098
3486,0,-51.271347,-60.304527,1143.584595,-194.744431,-404.913544,94.140839,124.519646,-72.293442,106.947632
3487,0,-53.808018,-59.96352,1143.693481,-194.737534,-400.016174,94.018631,124.884392,-69.593643,106.872375
3488,0,-56.284981,-59.579426,1143.695557,-194.742371,-395.031952,93.903816,125.147476,-67.014,106.781624
3489,0,-58.831612,-59.093945,1143.775391,-194.770279,-390.139191,93.869331,125.316574,-64.583794,106.714653
3490,0,-61.37693,-58.573151,1143.821655,-194.767639,-385.158905,93.710144,125.427528,-62.28429,106.698463
3491,0,-63.94857,-58.056335,1143.846924,-194.83075,-380.241913,93.652672,125.508202,-60.004093,106.69632
3492,0,-66.538124,-57.441734,1143.923218,-194.975967,-375.30835,93.533745,125.546547,-57.683216,106.72094
3493,0,-69.239174,-56.786911,1143.978882,-195.158585,-370.606293,93.767868,125.504166,-55.401886,106.899712
3494,0,-71.848984,-56.041683,1144.121826,-195.218109,-365.338745,93.460487,125.377266,-53.290607,107.373375
3495,0,-74.482536,-55.246956,1144.22998,-195.290543,-360.390015,93.35878,125.216331,-51.449615,108.209358
3496,0,-76.935959,-54.300678,1144.256226,-195.283279,-355.501404,93.337875,125.06208,-49.909378,109.398735
3497,0,-79.442574,-53.437191,1144.269531,-195.186676,-350.526978,93.219795,124.902328,-48.635353,110.917763
3498,0,-81.851593,-52.419079,1144.291016,-195.18663,-345.62912,93.199112,124.695259,-47.584789,112.785049
3499,0,-84.250038,-51.281155,1144.328369,-195.055954,-340.697968,93.10334,124.394745,-46.737629,115.030815
3500,0,-86.439186,-50.155479,1144.284912,-195.039871,-335.839661,93.090981,123.949104,-46.095348,117.637596
3501,0,-88.474297,-48.880577,1144.237427,-194.909424,-331.064026,92.935989,123.304665,-45.664818,120.543579
3502,0,-90.371552,-47.657627,1144.151855,-195.322067,-325.60141,92.732765,122.441605,-45.433918,123.70237
3503,0,-92.226891,-46.351345,1144.124146,-195.054016,-321.11142,93.133141,121.408859,-45.397396,127.135353
3504,0,-93.825546,-45.009903,1144.126587,-195.063354,-315.766876,92.836845,120.297279,-45.638844,130.915161
3505,0,-95.402878,-43.623024,1144.170898,-194.996155,-310.871246,92.828003,119.146378,-46.376141,135.055161
3506,0,-96.699654,-42.264648,1144.199707,-194.821823,-305.851074,92.834679,117.87278,-47.890316,139.373138
3507,0,-98.052208,-40.828133,1144.359253,-194.609497,-301.20816,93.212044,116.335022,-50.370209,143.493546
3508,0,-99.158844,-39.478024,1144.546631,-194.649063,-295.934448,92.902679,114.485245,-53.824818,147.042725
3509,0,-100.201027,-38.028221,1144.825195,-194.449585,-291.227386,93.171082,112.411621,-58.156075,149.838684
3510,0,-101.213905,-36.616913,1145.117798,-194.376404,-286.269348,93.199577,110.240654,-63.280842,151.884247
3511,0,-102.022934,-35.188187,1145.51355,-194.498306,-281.029022,92.963326,108.055435,-69.16925,153.243408
3512,0,-102.760445,-33.69981,1145.893799,-194.396408,-276.056427,92.992622,105.892349,-75.806465,153.971329
3513,0,-103.426834,-32.271935,1146.288574,-194.366058,-271.123962,92.977364,103.763153,-83.153618,154.116776
3514,0,-103.962738,-30.761505,1146.634277,-194.274658,-266.152161,92.99472,101.68145,-91.175507,153.748123
3515,0,-104.34491,-29.209852,1146.947388,-194.269424,-261.172974,93.012566,99.69622,-99.885788,152.961411
3516,0,-104.740639,-27.752113,1147.20813,-194.240585,-256.079071,93.12355,97.892769,-109.293556,151.828598
3517,0,-105.025803,-26.155428,1147.468628,-194.01503,-251.172989,93.071312,96.358681,-119.364639,150.360458
3518,0,-105.213028,-24.613869,1147.69104,-194.099945,-246.324509,93.248711,95.144058,-130.056107,148.564072
3519,0,-105.40593,-23.165297,1147.900391,-193.938889,-241.349548,93.256432,94.213509,-141.257446,146.477768
3520,0,-105.442749,-21.645563,1148.075073,-193.84285,-236.503876,93.370071,93.477554,-152.807953,144.142807
3521,0,-105.439529,-20.178226,1148.22229,-193.837921,-231.488068,93.465401,92.903519,-164.65033,141.617615
3522,0,-105.401405,-18.763874,1148.360718,-193.755981,-226.452499,93.28775,92.501968,-176.803024,138.969147
3523,0,-105.237778,-17.375114,1148.51001,-193.878098,-221.496307,93.417908,92.235268,-189.281601,136.225464
3524,0,-105.006798,-16.077663,1148.659668,-193.774261,-216.574432,93.415207,92.069366,-202.126724,133.429016
3525,0,-104.679008,-14.738933,1148.843384,-193.683746,-211.656372,93.254463,92.068832,-215.339035,130.682663
3526,0,-104.307091,-13.540751,1149.031006,-193.951828,-206.81189,93.587479,92.35202,-228.809418,128.05751
3527,0,-103.799385,-12.339224,1149.246582,-193.79805,-201.823593,93.510445,92.979134,-242.406616,125.533539
3528,0,-103.232872,-11.227962,1149.46167,-193.749069,-196.784744,93.40065,93.905716,-256.076355,123.090218
3529,0,-102.575737,-10.113457,1149.657593,-193.726578,-191.66835,93.305466,95.013832,-269.817291,120.825157
3530,0,-101.677208,-9.131927,1149.836792,-193.609055,-186.701706,93.221062,96.163979,-283.604462,118.953018
3531,0,-100.752449,-8.171886,1150.001465,-193.593704,-182.117126,93.53405,97.237793,-297.34613,117.679474
3532,0,-99.872559,-7.233132,1150.115356,-193.603424,-176.858963,93.388817,98.166016,-310.882324,117.07756
3533,0,-98.809174,-6.353636,1150.158691,-193.354553,-171.477829,93.092712,98.92942,-324.03009,117.067024
3534,0,-97.654907,-5.590354,1150.042114,-193.443207,-166.885101,93.341057,99.536705,-336.64328,117.471893
3535,0,-96.497017,-4.815192,1149.924194,-193.285599,-161.957748,93.231262,99.992462,-348.630432,118.094009
3536,0,-95.061371,-4.182679,1149.696655,-193.170029,-157.036377,93.293549,100.276855,-359.918396,118.779694
3537,0,-93.523872,-3.632217,1149.437134,-193.073059,-151.959579,93.221825,100.357361,-370.397339,119.459961
3538,0,-91.821487,-3.149037,1149.083618,-193.080139,-147.028275,93.198372,100.210739,-379.901672,120.143028
3539,0,-90.081337,-2.677361,1148.657104,-192.991974,-142.050858,93.309181,99.813675,-388.243988,120.8554
3540,0,-88.220406,-2.309193,1148.138306,-192.865921,-137.087097,93.279846,99.098793,-395.282654,121.548744
3541,0,-86.228546,-2.026102,1147.494629,-192.646378,-132.189758,93.296043,97.969627,-400.955658,122.036324
3542,0,-84.184486,-1.751215,1146.909302,-192.587906,-127.133804,93.227371,96.435425,-405.206818,122.030769
3543,0,-82.044128,-1.567517,1146.214844,-192.358276,-122.288689,93.246513,94.671227,-407.90451,121.227036
3544,0,-79.761703,-1.483565,1145.52063,-192.25502,-117.398857,93.351685,92.839409,-408.938171,119.355011
3545,0,-77.481651,-1.495986,1144.80957,-192.058548,-112.346474,93.272369,90.965958,-408.408752,116.365181
3546,0,-75.222694,-1.599106,1144.09314,-191.864273,-107.332314,93.324608,89.140358,-406.587585,112.813942
3547,0,-72.933029,-1.696772,1143.353027,-191.803818,-102.444519,93.419548,87.678032,-403.581818,109.899063
3548,0,-70.547974,-1.899031,1142.574707,-191.618637,-97.507484,93.377487,86.892609,-399.293915,108.597984
3549,0,-68.129852,-2.040072,1141.86438,-191.456665,-92.736557,93.439445,86.802673,-394.012756,108.685966
3550,0,-65.62841,-2.137432,1141.188599,-191.305664,-87.91011,93.461296,87.140114,-388.657257,109.03849
3551,0,-63.268944,-2.201115,1140.747559,-191.020798,-83.264,93.571678,87.573738,-383.985931,108.856987
3552,0,-60.94062,-2.234579,1140.575317,-190.695175,-78.680321,93.676598,87.933472,-379.872192,108.202667
3553,0,-58.490227,-2.206187,1140.656006,-190.446365,-74.165253,93.735527,88.26152,-375.647644,107.544418
3554,0,-55.992603,-2.1706,1141.043213,-190.15509,-69.891747,93.784431,88.668938,-370.915039,107.181641
3555,0,-53.276276,-2.167578,1141.64917,-189.736435,-65.706261,93.991501,89.188606,-365.817383,107.071213
3556,0,-50.321259,-2.121483,1142.280762,-189.442047,-61.736591,94.119637,89.749672,-360.67038,107.032906
3557,0,-47.216686,-1.940325,1142.89978,-189.241684,-57.817486,94.227219,90.239685,-355.620728,106.974289
3558,0,-43.975639,-1.741879,1143.61731,-189.171356,-54.022747,94.298439,90.583359,-350.656677,106.89743
3559,0,-40.726303,-1.48613,1144.255737,-189.346008,-50.316521,94.334534,90.772438,-345.729279,106.819611
3560,0,-37.578716,-1.272167,1144.990479,-189.578369,-46.84602,94.38501,90.839233,-340.81189,106.74221
3561,0,-34.566475,-1.026002,1145.623535,-189.897507,-43.441666,94.411835,90.816345,-335.911987,106.654129
3562,0,-31.777725,-0.687795,1146.194824,-190.264145,-40.227238,94.377075,90.715637,-331.055725,106.5485
3563,0,-29.142132,-0.292117,1146.671387,-190.798004,-37.253643,94.375961,90.54454,-326.262238,106.435234
3564,0,-26.743813,0.153149,1146.963867,-191.387009,-34.315609,94.206909,90.349045,-321.515625,106.337906
3565,0,-24.334078,0.686204,1147.143066,-192.125732,-31.709171,93.977699,90.214249,-316.760803,106.278061
3566,0,-22.102497,1.317472,1147.319824,-192.880325,-29.263729,93.817307,90.188461,-311.950745,106.247719
3567,0,-19.97612,1.975543,1147.417725,-193.593674,-27.121193,93.424362,90.240074,-307.089935,106.212173
3568,0,-17.948294,2.799112,1147.430542,-194.328506,-25.253996,93.203636,90.311218,-302.212738,106.154205
3569,0,-15.738069,3.6084,1147.378906,-194.826675,-22.818853,92.352005,90.366264,-297.343872,106.087013
3570,0,-13.652197,4.564971,1147.348145,-195.438843,-21.128468,92.381683,90.387695,-292.49176,106.025826
3571,0,-11.551332,5.607272,1147.333862,-196.016922,-19.636778,93.067238,90.37825,-287.647919,105.971771
3572,0,-9.52185,6.770523,1147.303101,-196.295547,-18.336832,94.399498,90.371216,-282.791748,105.918327
3573,0,-7.502428,7.903634,1147.294312,-196.317169,-17.230045,96.161034,90.40229,-277.910187,105.865715
3574,0,-5.711348,9.131067,1147.314087,-195.800812,-16.20499,98.277534,90.468636,-273.001251,105.826172
3575,0,-3.998349,10.490951,1147.362427,-195.644867,-15.880851,100.910614,90.532639,-268.071228,105.808418
3576,0,-2.416445,11.859715,1147.444092,-195.531494,-15.804318,103.971367,90.553307,-263.14389,105.806602
3577,0,-0.948097,13.293187,1147.524536,-195.296707,-15.789112,107.317017,90.512779,-258.240753,105.818611
3578,0,0.337668,14.734696,1147.643677,-195.032394,-16.048277,110.994873,90.451477,-253.329956,105.859955
3579,0,1.55828,16.16827,1147.779419,-195.078583,-16.953936,115.313332,90.459518,-248.333878,105.934807
3580,0,2.577449,17.664114,1147.984497,-195.323395,-18.883253,120.231888,90.568977,-243.232681,106.01387
3581,0,3.652574,19.13917,1148.213623,-195.44928,-21.6441,124.933647,90.700981,-238.106979,106.070877
3582,0,4.584869,20.662348,1148.419678,-195.444336,-25.245317,128.916061,90.774986,-233.033478,106.11116
