Trajectories,,,,,,,,,,
100,,,,,,,,,,
,,HW3-003:PELVIS_T,,,HW3-003:R_Foot_T,,,HW3-003:L_Foot_T,,
43,0,78.463791,122.600525,1006.528625,-19.267319,213.051636,110.691658,150.107437,-321.052582,116.944176
44,0,79.830681,121.067375,1008.114929,-19.972895,214.129395,111.323616,150.787338,-311.326935,116.752884
45,0,81.141144,119.786133,1009.625671,-20.755054,214.433121,112.397232,151.361465,-301.520477,116.61377
46,0,82.477066,118.766701,1010.984802,-21.701391,213.811966,113.917511,151.73999,-291.736053,116.455444
47,0,83.894333,118.007561,1012.160034,-22.920269,212.073288,115.867439,151.877487,-282.024658,116.251228
48,0,85.4049,117.493401,1013.166687,-24.495077,208.991425,118.267189,151.785019,-272.387451,116.002846
49,0,86.972343,117.196571,1014.055847,-26.422661,204.321808,121.199501,151.517929,-262.790192,115.726395
50,0,88.522049,117.082649,1014.896606,-28.56645,197.83606,124.763054,151.151138,-253.184555,115.44384
51,0,89.961967,117.117348,1015.754211,-30.658676,189.378464,128.971024,150.755798,-243.528168,115.178093
52,0,91.206558,117.272179,1016.675598,-32.365242,178.920471,133.66449,150.386765,-233.795349,114.949287
53,0,92.196159,117.526657,1017.683533,-33.389881,166.582428,138.509079,150.080811,-223.977722,114.770081
54,0,92.906715,117.867081,1018.777954,-33.568432,152.60791,143.086563,149.859314,-214.080994,114.641129
55,0,93.348991,118.283905,1019.943359,-32.910065,137.301743,147.028748,149.729614,-204.121323,114.55069
56,0,93.560356,118.769547,1021.155334,-31.574656,120.958038,150.120728,149.683701,-194.121765,114.480453
57,0,93.592918,119.31768,1022.386047,-29.808092,103.805351,152.331177,149.697525,-184.108078,114.414566
58,0,93.501686,119.923309,1023.607239,-27.870174,85.985764,153.771606,149.735107,-174.104111,114.345627
59,0,93.334686,120.583168,1024.79126,-25.980839,67.569084,154.617065,149.758347,-164.12822,114.273964
60,0,93.126816,121.295563,1025.911499,-24.293518,48.58812,155.023636,149.739471,-154.192459,114.20092
61,0,92.89785,122.059822,1026.944336,-22.893324,29.072699,155.070023,149.668716,-144.30722,114.120178
62,0,92.654121,122.875229,1027.869629,-21.815813,9.064449,154.738403,149.551437,-134.489273,114.012718
63,0,92.392326,123.739594,1028.673828,-21.080406,-11.390983,153.937943,149.396301,-124.765617,113.850655
64,0,92.10321,124.647888,1029.351562,-20.725599,-32.263329,152.559555,149.204575,-115.163902,113.611107
65,0,91.774254,125.59137,1029.905396,-20.824903,-53.551952,150.538452,148.969742,-105.688705,113.294312
66,0,91.390549,126.557663,1030.343994,-21.466766,-75.280258,147.901871,148.687485,-96.298912,112.93354
67,0,90.935181,127.531868,1030.679321,-22.703535,-97.464355,144.792099,148.365646,-86.907791,112.586639
68,0,90.389679,128.497894,1030.921753,-24.501541,-120.068504,141.462723,148.023438,-77.415298,112.309776
69,0,89.735535,129.439957,1031.077759,-26.730862,-142.978195,138.243576,147.68129,-67.75547,112.129036
70,0,88.956322,130.343399,1031.148682,-29.207821,-166.01944,135.471634,147.353134,-57.926918,112.028618
71,0,88.03978,131.195236,1031.130493,-31.762972,-189.01709,133.413818,147.047028,-47.986984,111.962791
72,0,86.979698,131.984589,1031.013062,-34.287716,-211.844681,132.230026,146.769211,-38.017246,111.881439
73,0,85.776855,132.703217,1030.779663,-36.732468,-234.42128,132.003311,146.524292,-28.085514,111.753105
74,0,84.43869,133.34552,1030.408203,-39.06926,-256.656952,132.805847,146.314087,-18.224258,111.57563
75,0,82.977463,133.908463,1029.873413,-41.254124,-278.389709,134.736938,146.14064,-8.429145,111.375481
76,0,81.407303,134.390717,1029.151733,-43.216576,-299.35611,137.897583,146.013824,1.330696,111.199463
77,0,79.74073,134.792007,1028.227905,-44.880344,-319.207672,142.320587,145.955734,11.098577,111.101059
78,0,77.986206,135.113831,1027.100586,-46.199951,-337.557587,147.898773,145.995377,20.914421,111.121819
79,0,76.147644,135.360977,1025.782593,-47.187538,-354.028015,154.341217,146.154785,30.797739,111.272446
80,0,74.227165,135.543259,1024.303223,-47.910191,-368.278015,161.167191,146.436203,40.733864,111.523361
81,0,72.229767,135.675552,1022.70343,-48.457481,-380.019012,167.738831,146.820648,50.670837,111.812553
82,0,70.168282,135.774429,1021.031372,-48.898655,-389.038361,173.336578,147.279266,60.53215,112.069122
83,0,68.065407,135.851822,1019.331604,-49.254494,-395.244568,177.276215,147.787628,70.241768,112.240807
84,0,65.951157,135.908295,1017.634033,-49.498371,-398.719543,179.049515,148.333389,79.748459,112.311539
85,0,63.855743,135.929489,1015.947937,-49.581806,-399.747101,178.448425,148.913513,89.03466,112.301888
86,0,61.79969,135.887253,1014.263611,-49.463776,-398.789764,175.620453,149.526672,98.105583,112.255707
87,0,59.784496,135.744385,1012.565491,-49.125561,-396.410339,171.021927,150.167038,106.968307,112.223167
88,0,57.787525,135.4608,1010.852356,-48.570793,-393.161652,165.278503,150.823395,115.614624,112.248177
89,0,55.764156,134.998093,1009.152527,-47.823944,-389.48288,159.010452,151.481277,124.0149,112.362518
90,0,53.658314,134.323578,1007.530334,-46.934101,-385.636597,152.69696,152.123978,132.12236,112.584419
91,0,51.419273,133.416031,1006.073364,-45.97543,-381.697968,146.628967,152.730896,139.883423,112.917999
92,0,49.019981,132.274292,1004.871338,-45.033504,-377.589661,140.94664,153.274353,147.249756,113.352097
93,0,46.470734,130.925919,1003.991272,-44.180355,-373.142792,135.717712,153.720749,154.187927,113.859291
94,0,43.822685,129.430328,1003.463257,-43.453072,-368.162018,131.00528,154.040817,160.682556,114.397835
95,0,41.158684,127.872261,1003.282532,-42.850193,-362.481171,126.895485,154.228119,166.730362,114.919647
96,0,38.573849,126.34742,1003.421448,-42.349903,-356.002838,123.48243,154.316742,172.325699,115.385826
97,0,36.152267,124.945068,1003.846313,-41.940754,-348.720856,120.828316,154.382568,177.444168,115.786858
98,0,33.946934,123.734474,1004.526855,-41.644745,-340.721313,118.925133,154.520828,182.032669,116.158485
99,0,31.968082,122.75975,1005.432861,-41.513672,-332.15509,117.681236,154.806702,186.012863,116.58078
100,0,30.181778,122.042709,1006.522034,-41.597027,-323.188934,116.940842,155.261047,189.296906,117.153725
101,0,28.519224,121.590157,1007.730957,-41.902447,-313.956604,116.52478,155.8405,191.807724,117.956512
102,0,26.894838,121.400955,1008.976929,-42.376766,-304.534241,116.271355,156.456055,193.49176,119.012321
103,0,25.229156,121.469551,1010.173828,-42.921452,-294.94809,116.062714,157.006683,194.315674,120.283836
104,0,23.470743,121.786087,1011.255127,-43.431759,-285.206482,115.833679,157.408432,194.245667,121.712341
105,0,21.611349,122.334602,1012.193054,-43.835304,-275.333374,115.566803,157.604996,193.217575,123.287659
106,0,19.689955,123.092331,1013.003235,-44.110378,-265.388214,115.278015,157.559311,191.113571,125.107613
107,0,17.784256,124.031868,1013.734314,-44.279289,-255.460983,114.996124,157.236938,187.763687,127.376137
108,0,15.991854,125.125694,1014.446167,-44.385689,-245.643784,114.741035,156.59639,182.983093,130.317078
109,0,14.406863,126.350609,1015.18927,-44.471031,-235.993652,114.508209,155.594818,176.638489,134.039368
110,0,13.098855,127.689835,1015.992065,-44.563217,-226.508942,114.268517,154.204788,168.714722,138.431839
111,0,12.099679,129.131454,1016.859192,-44.679821,-217.135117,113.984756,152.431793,159.344666,143.155762
112,0,11.40076,130.664902,1017.78009,-44.835728,-207.794189,113.635132,150.322021,148.78035,147.743973
113,0,10.960354,132.277924,1018.738892,-45.043331,-198.418365,113.229156,147.955994,137.317123,151.750885
114,0,10.71769,133.955811,1019.720886,-45.303894,-188.968414,112.808121,145.429886,125.206482,154.874756
115,0,10.60918,135.683487,1020.714539,-45.599934,-179.432037,112.432297,142.832733,112.595596,156.998672
116,0,10.581667,137.448914,1021.707886,-45.897385,-169.811478,112.160652,140.231323,99.513206,158.15303
117,0,10.599483,139.24527,1022.687439,-46.156281,-160.113251,112.028305,137.670425,85.900658,158.442551
118,0,10.644981,141.071182,1023.63623,-46.340927,-150.343689,112.028313,135.186935,71.66951,157.987289
119,0,10.714369,142.928146,1024.536133,-46.422604,-140.505966,112.107864,132.828796,56.758652,156.898514
120,0,10.811601,144.817612,1025.370728,-46.376354,-130.594025,112.185944,130.665985,41.166035,155.281036
121,0,10.942554,146.73877,1026.127319,-46.180443,-120.589127,112.187714,128.78685,24.945059,153.2397
122,0,11.110642,148.688293,1026.796753,-45.824238,-110.469536,112.078506,127.281204,8.175714,150.877258
123,0,11.314362,150.661362,1027.372437,-45.320103,-100.233734,111.879158,126.218956,-9.067674,148.285751
124,0,11.546911,152.653061,1027.849121,-44.706951,-89.920578,111.654099,125.632599,-26.733816,145.538727
125,0,11.797983,154.658737,1028.220825,-44.037582,-79.605316,111.477516,125.509399,-44.792564,142.690155
126,0,12.057276,156.673691,1028.481567,-43.355225,-69.367706,111.39431,125.794678,-63.222408,139.781143
127,0,12.318881,158.69194,1028.627441,-42.677528,-59.255463,111.398987,126.40612,-82.000519,136.85321
128,0,12.58526,160.704468,1028.657471,-42.003418,-49.271751,111.446877,127.255928,-101.102356,133.963333
129,0,12.869516,162.697235,1028.577393,-41.337353,-39.391113,111.488464,128.272781,-120.507492,131.196075
130,0,13.194895,164.65065,1028.399902,-40.707436,-29.581926,111.499458,129.413651,-140.202164,128.667984
131,0,13.590994,166.540955,1028.143433,-40.159786,-19.81661,111.485207,130.660675,-160.174164,126.521126
132,0,14.087355,168.343765,1027.827393,-39.734177,-10.07062,111.461693,132.005951,-180.401657,124.908638
133,0,14.706417,170.037781,1027.468018,-39.440636,-0.320117,111.434311,133.433334,-200.837357,123.980263
134,0,15.458388,171.606201,1027.071533,-39.252312,9.457473,111.392021,134.905609,-221.383743,123.878563
135,0,16.339825,173.036942,1026.63147,-39.116055,19.281076,111.315781,136.361969,-241.857956,124.747787
136,0,17.336285,174.322113,1026.129639,-38.972519,29.162262,111.189697,137.726013,-261.957733,126.7416
137,0,18.427942,175.458435,1025.539429,-38.776947,39.099617,111.008675,138.921661,-281.250458,130.006256
138,0,19.595955,176.449142,1024.835938,-38.514687,49.072815,110.782738,139.893463,-299.204163,134.624802
139,0,20.826937,177.305664,1024.006348,-38.20462,59.043365,110.535461,140.6241,-315.261322,140.532867
140,0,22.11335,178.048294,1023.059143,-37.884666,68.970238,110.29084,141.14093,-328.930603,147.440811
141,0,23.449451,178.703979,1022.025452,-37.5867,78.83326,110.055077,141.503357,-339.867401,154.804916
142,0,24.824873,179.301651,1020.95282,-37.322655,88.63871,109.812485,141.773865,-347.92392,161.874649
143,0,26.219749,179.865509,1019.886963,-37.095787,98.391724,109.545128,141.983078,-353.16687,167.815918
144,0,27.605604,180.408401,1018.853333,-36.923172,108.059006,109.260017,142.106766,-355.865601,171.881317
145,0,28.953815,180.927399,1017.84375,-36.84338,117.562561,108.99794,142.065643,-356.446411,173.578644
146,0,30.24929,181.402527,1016.820312,-36.901875,126.813171,108.817741,141.746582,-355.412689,172.782761
147,0,31.503021,181.799255,1015.733704,-37.131325,135.748932,108.77243,141.034576,-353.246094,169.75032
148,0,32.756626,182.073441,1014.551147,-37.543846,144.345917,108.893295,139.844849,-350.323547,165.028687
149,0,34.075489,182.17749,1013.277893,-38.133286,152.605988,109.18232,138.150009,-346.880951,159.291733
150,0,35.532333,182.066711,1011.962646,-38.8755,160.54892,109.607574,136.000015,-343.028687,153.164749
151,0,37.187202,181.705887,1010.684937,-39.725143,168.216415,110.104912,133.530182,-338.797424,147.105896
152,0,39.070137,181.075729,1009.53186,-40.619995,175.669876,110.592796,130.948883,-334.180023,141.378983
153,0,41.170944,180.178345,1008.576843,-41.497204,182.969391,110.997314,128.500595,-329.150024,136.105988
154,0,43.43787,179.040176,1007.870911,-42.311489,190.142624,111.27272,126.408768,-323.656769,131.351303
155,0,45.784866,177.710297,1007.444641,-43.043205,197.162994,111.407684,124.817665,-317.618286,127.185822
156,0,48.106064,176.253372,1007.315613,-43.695168,203.946533,111.41964,123.75975,-310.934235,123.699783
157,0,50.295067,174.739349,1007.49292,-44.284126,210.366943,111.345581,123.166664,-303.527222,120.967476
158,0,52.265533,173.231995,1007.972595,-44.831631,216.284332,111.233559,122.916969,-295.393066,118.995255
159,0,53.969006,171.780807,1008.728149,-45.35667,221.578934,111.135681,122.891083,-286.62619,117.69429
160,0,55.4062,170.418686,1009.703613,-45.872746,226.178635,111.103561,123.000122,-277.398224,116.898857
161,0,56.628941,169.165375,1010.815979,-46.391186,230.066284,111.186836,123.179504,-267.903564,116.417603
162,0,57.730892,168.034378,1011.969666,-46.928883,233.263611,111.43174,123.367256,-258.304016,116.085289
163,0,58.827053,167.038986,1013.078918,-47.515327,235.801361,111.874268,123.494965,-248.698273,115.791115
164,0,60.02533,166.195419,1014.088379,-48.195217,237.690384,112.528709,123.501328,-239.120346,115.480392
165,0,61.397491,165.522583,1014.983521,-49.025059,238.902847,113.382645,123.35434,-229.557022,115.141174
166,0,62.958481,165.040298,1015.786316,-50.061157,239.362259,114.413536,123.062706,-219.972305,114.787712
167,0,64.660995,164.766983,1016.538269,-51.33564,238.93869,115.630623,122.670227,-210.328873,114.446274
168,0,66.407539,164.717041,1017.282837,-52.822418,237.445129,117.122978,122.241035,-200.601334,114.14315
169,0,68.076202,164.898499,1018.050415,-54.405724,234.638107,119.076294,121.845215,-190.780655,113.895058
170,0,69.552223,165.310593,1018.85614,-55.871475,230.236954,121.72393,121.546951,-180.872177,113.704422
171,0,70.755516,165.94252,1019.704102,-56.939137,223.976654,125.232536,121.392448,-170.891556,113.561264
172,0,71.656059,166.774185,1020.594604,-57.335663,215.687057,129.575699,121.397606,-160.861862,113.449249
173,0,72.273964,167.7789,1021.529175,-56.888107,205.359985,134.4776,121.540359,-150.812698,113.351974
174,0,72.666557,168.927261,1022.510437,-55.592182,193.161865,139.476898,121.763992,-140.778397,113.257332
175,0,72.908081,170.190674,1023.539062,-53.618446,179.380661,144.082138,121.992485,-130.793045,113.159981
176,0,73.069237,171.543549,1024.611816,-51.249443,164.336945,147.929581,122.151855,-120.882797,113.062393
177,0,73.201973,172.964401,1025.721191,-48.780781,148.305161,150.860733,122.188637,-111.058517,112.974007
178,0,73.332619,174.435944,1026.858521,-46.437046,131.475357,152.898468,122.080872,-101.312225,112.907219
179,0,73.462959,175.945084,1028.015991,-44.339436,113.957726,154.159317,121.841599,-91.618576,112.870438
180,0,73.576706,177.482864,1029.186768,-42.526192,95.810448,154.763031,121.514084,-81.941727,112.861382
181,0,73.648895,179.044815,1030.361694,-40.997929,77.071243,154.783279,121.156418,-72.246407,112.864441
182,0,73.655426,180.631683,1031.525635,-39.754822,57.779919,154.250336,120.818604,-62.509991,112.853951
183,0,73.580368,182.248535,1032.65625,-38.810238,37.988041,153.186707,120.523384,-52.730404,112.801926
184,0,73.418793,183.901871,1033.726318,-38.186344,17.754608,151.644226,120.264656,-42.923088,112.689751
185,0,73.17485,185.595367,1034.70752,-37.905117,-2.867292,149.720169,120.026001,-33.104385,112.522568
186,0,72.856628,187.325882,1035.573975,-37.98209,-23.843622,147.548965,119.80661,-23.270164,112.339615
187,0,72.470657,189.082184,1036.30542,-38.421677,-45.16119,145.281097,119.632912,-13.388577,112.207245
188,0,72.017731,190.846344,1036.890137,-39.211708,-66.812019,143.064606,119.543022,-3.419966,112.188606
189,0,71.490486,192.596481,1037.322998,-40.320717,-88.764725,141.041428,119.554611,6.647095,112.304924
190,0,70.873016,194.310165,1037.604736,-41.703785,-110.936996,139.363831,119.645081,16.77483,112.518173
191,0,70.142532,195.966995,1037.736694,-43.316742,-133.180771,138.223419,119.762192,26.892572,112.75135
192,0,69.27388,197.550644,1037.718262,-45.126411,-155.280502,137.870255,119.855042,36.938873,112.931412
193,0,68.245529,199.050735,1037.544189,-47.103119,-176.957336,138.593689,119.899071,46.895065,113.023102
194,0,67.044495,200.463989,1037.204712,-49.197929,-197.878159,140.656006,119.899879,56.78648,113.033516
195,0,65.668465,201.794312,1036.689453,-51.329971,-217.676468,144.199295,119.880074,66.656738,112.99305
196,0,64.124931,203.05217,1035.992554,-53.406433,-235.983551,149.166504,119.86232,76.538651,112.931023
197,0,62.429428,204.25386,1035.11853,-55.363613,-252.448563,155.267609,119.858795,86.440636,112.861801
198,0,60.604317,205.42099,1034.08606,-57.189445,-266.733154,161.992798,119.869011,96.350891,112.784828
199,0,58.679096,206.578949,1032.92627,-58.905251,-278.501007,168.659653,119.883194,106.249481,112.692383
200,0,56.691032,207.753204,1031.675293,-60.525928,-287.440613,174.491791,119.887779,116.117897,112.577835
201,0,54.684486,208.962814,1030.361938,-62.034817,-293.334961,178.737595,119.872215,125.941887,112.43985
202,0,52.707424,210.213623,1028.994751,-63.391296,-296.148193,180.821808,119.836853,135.709167,112.282906
203,0,50.80407,211.494095,1027.558105,-64.559837,-296.084442,180.488663,119.799179,145.405334,112.115578
204,0,49.00375,212.775177,1026.018433,-65.533325,-293.592834,177.874954,119.79406,155.010788,111.948425
205,0,47.308159,214.01387,1024.344238,-66.329025,-289.316162,173.465668,119.865471,164.499649,111.79248
206,0,45.682442,215.158676,1022.528198,-66.958923,-283.994385,167.935608,120.052887,173.840881,111.658852
207,0,44.055992,216.154648,1020.603882,-67.39975,-278.336823,161.939514,120.378876,183.00058,111.559128
208,0,42.335995,216.948746,1018.647095,-67.589851,-272.885101,155.945694,120.843513,191.944077,111.50666
209,0,40.431389,217.49614,1016.761658,-67.457062,-267.908691,150.182968,121.426636,200.636642,111.517479
210,0,38.279968,217.768784,1015.057678,-66.95742,-263.378998,144.702011,122.094528,209.043213,111.610199
211,0,35.869537,217.764938,1013.626831,-66.102615,-259.039429,139.488708,122.806839,217.127533,111.803467
212,0,33.245636,217.515778,1012.526855,-64.967896,-254.539017,134.558395,123.521461,224.851364,112.111038
213,0,30.502787,217.085098,1011.777527,-63.681259,-249.564819,129.995941,124.19722,232.175125,112.535744
214,0,27.762098,216.560303,1011.366028,-62.396652,-243.91597,125.943153,124.795982,239.059647,113.065094
215,0,25.142376,216.037277,1011.258972,-61.257549,-237.507416,122.549522,125.285851,245.468628,113.671074
216,0,22.733006,215.603516,1011.412964,-60.36721,-230.337585,119.909042,125.647385,251.367844,114.315651
217,0,20.575022,215.325043,1011.779907,-59.778873,-222.460892,118.013634,125.88221,256.718201,114.962479
218,0,18.65414,215.240814,1012.307434,-59.503502,-213.977036,116.749207,126.02076,261.465118,115.592781
219,0,16.906813,215.365204,1012.937805,-59.52,-205.021866,115.936752,126.12265,265.533722,116.219772
220,0,15.237574,215.69548,1013.610596,-59.777138,-195.74263,115.394402,126.265915,268.839966,116.891884
221,0,13.543136,216.221344,1014.268738,-60.191563,-186.262192,114.988312,126.527267,271.320251,117.675133
222,0,11.737534,216.931885,1014.866943,-60.654133,-176.6539,114.651131,126.961548,272.96521,118.615631
223,0,9.772615,217.819916,1015.377747,-61.050842,-166.944748,114.365952,127.587784,273.833771,119.700203
224,0,7.649514,218.883224,1015.793945,-61.291584,-157.139542,114.132729,128.38147,274.029083,120.845146
225,0,5.418617,220.123352,1016.124023,-61.332306,-147.241608,113.94278,129.266205,273.63501,121.936783
226,0,3.167809,221.54245,1016.387207,-61.181011,-137.254486,113.776321,130.101196,272.637939,122.918686
227,0,1.001748,223.139435,1016.605957,-60.887188,-127.174583,113.615875,130.67627,270.869568,123.882828
228,0,-0.981939,224.907196,1016.801819,-60.521023,-116.994995,113.456886,130.7341,268.007507,125.100273
229,0,-2.712142,226.832214,1016.994812,-60.15144,-106.723778,113.306412,130.029358,263.649902,126.946793
230,0,-4.154276,228.896301,1017.204163,-59.83078,-96.400917,113.174759,128.408524,257.447998,129.740662
231,0,-5.310359,231.079224,1017.449402,-59.589275,-86.094551,113.068382,125.873657,249.239304,133.573013
232,0,-6.212423,233.359863,1017.748718,-59.436356,-75.873146,112.987061,122.595406,239.115448,138.225571
233,0,-6.912849,235.716309,1018.118591,-59.365414,-65.77375,112.92485,118.866219,227.386719,143.219299
234,0,-7.473343,238.12587,1018.570435,-59.360519,-55.792408,112.874451,115.016022,214.466446,147.964844
235,0,-7.953337,240.566574,1019.109253,-59.40292,-45.899021,112.833412,111.330444,200.737457,151.941284
236,0,-8.399258,243.02063,1019.732239,-59.473686,-36.054913,112.806145,108.003273,186.463715,154.829636
237,0,-8.837346,245.477493,1020.427795,-59.552704,-26.219326,112.797882,105.131584,171.773804,156.559341
238,0,-9.272375,247.934998,1021.175415,-59.619022,-16.352461,112.805702,102.741638,156.701065,157.268845
239,0,-9.692289,250.397263,1021.945862,-59.653942,-6.42173,112.815353,100.825829,141.240906,157.212891
240,0,-10.076114,252.871429,1022.703979,-59.642071,3.596098,112.80574,99.373161,125.391945,156.659912
241,0,-10.401621,255.364471,1023.412476,-59.567848,13.721004,112.756104,98.382904,109.16597,155.812408
242,0,-10.650578,257.8815,1024.036499,-59.412827,23.973726,112.651527,97.861069,92.573601,154.766342
243,0,-10.811412,260.424927,1024.549805,-59.160076,34.366501,112.486504,97.806351,75.604523,153.512741
244,0,-10.879869,262.994537,1024.937378,-58.804352,44.883762,112.268219,98.196884,58.222702,151.976486
245,0,-10.858234,265.586853,1025.196411,-58.35984,55.468021,112.018562,98.986763,40.385586,150.078812
246,0,-10.753287,268.19455,1025.334229,-57.858601,66.026802,111.770195,100.115036,22.077421,147.801834
247,0,-10.573216,270.805054,1025.36438,-57.341103,76.46344,111.555031,101.522423,3.334071,145.226868
248,0,-10.32392,273.400787,1025.302612,-56.847385,86.713173,111.392715,103.16539,-15.758935,142.529449
249,0,-10.005799,275.960724,1025.161865,-56.414013,96.758629,111.288834,105.017601,-35.094582,139.934494
250,0,-9.612468,278.463562,1024.949951,-56.072414,106.619919,111.241333,107.054634,-54.580402,137.656326
251,0,-9.1324,280.890747,1024.666748,-55.842308,116.336868,111.244865,109.230415,-74.159554,135.85437
252,0,-8.552945,283.22757,1024.306152,-55.721939,125.960083,111.288788,111.463852,-93.80455,134.623672
253,0,-7.864598,285.463715,1023.855225,-55.681866,135.552795,111.352394,113.648621,-113.485497,134.018768
254,0,-7.0631,287.592743,1023.295776,-55.667149,145.194,111.401993,115.679565,-133.125229,134.09137
255,0,-6.148845,289.610992,1022.608765,-55.61058,154.966812,111.394814,117.475555,-152.557236,134.920059
256,0,-5.124892,291.516541,1021.777893,-55.456696,164.923264,111.29406,118.986153,-171.501221,136.616486
257,0,-3.995156,293.308563,1020.794739,-55.187233,175.043015,111.08976,120.188133,-189.565842,139.304169
258,0,-2.763525,294.987427,1019.664429,-54.832306,185.222397,110.809692,121.084785,-206.280319,143.072037
259,0,-1.433928,296.557251,1018.407471,-54.458885,195.311432,110.508804,121.710365,-221.149002,147.909851
260,0,-0.011345,298.027557,1017.060181,-54.144073,205.177597,110.243988,122.130173,-233.717026,153.641693
261,0,1.496199,299.413605,1015.669128,-53.948025,214.757004,110.05127,122.427155,-243.633926,159.88269
262,0,3.074761,300.732941,1014.284119,-53.896984,224.068634,109.936951,122.678162,-250.704712,166.045197
263,0,4.701906,301.999603,1012.948364,-53.979122,233.194427,109.882446,122.932991,-254.923019,171.41156
264,0,6.347041,303.217499,1011.688599,-54.152546,242.241119,109.855881,123.207924,-256.482147,175.269135
