Trajectories
100
,,HW3-008:PELVIS_T,,,HW3-008:R_Foot_T,,,HW3-008:L_Foot_T,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,21.162689,-154.325333,916.235901,-95.620735,-619.959595,104.758881,204.095978,-2.924369,105.970680
2,0,20.004196,-155.167358,917.854675,-95.060066,-611.482300,103.996109,203.057022,-3.126608,109.237152
3,0,18.547689,-155.904449,919.516235,-94.432266,-599.821838,103.142891,201.819489,-4.581802,113.886353
4,0,16.981071,-156.195221,920.737366,-93.867928,-586.070557,102.387482,200.574081,-8.070223,119.686974
5,0,15.404984,-155.842621,921.291199,-93.424744,-571.249451,101.845665,199.330490,-14.310501,126.502335
6,0,13.800864,-154.866013,921.328613,-93.097672,-555.992493,101.543579,197.810883,-23.805977,134.139618
7,0,12.091316,-153.461243,921.297424,-92.869514,-540.600586,101.452202,195.566040,-36.587673,141.975082
8,0,10.219875,-151.910614,921.765808,-92.728409,-525.188049,101.518768,192.292480,-52.167313,148.995148
9,0,8.199383,-150.486420,923.237488,-92.660835,-509.794708,101.685211,188.081848,-69.843040,154.321732
10,0,6.116582,-149.378357,926.013000,-92.644707,-494.439331,101.900726,183.351379,-89.006882,157.618561
11,0,4.104111,-148.664948,930.123901,-92.651581,-479.132812,102.132339,178.560684,-109.241676,159.027710
12,0,2.298307,-148.325409,935.344543,-92.656319,-463.878906,102.367691,173.991928,-130.315002,158.869400
13,0,0.806306,-148.265594,941.262817,-92.641441,-448.668457,102.606247,169.702042,-152.139343,157.425873
14,0,-0.310664,-148.341064,947.379150,-92.593033,-433.482513,102.846550,165.610947,-174.719711,154.900421
15,0,-1.040805,-148.384735,953.195801,-92.497452,-418.309631,103.078011,161.644379,-198.121399,151.478241
16,0,-1.409076,-148.243729,958.281738,-92.344048,-403.152496,103.283859,157.799927,-222.416626,147.371201
17,0,-1.461946,-147.812576,962.318237,-92.131454,-388.013245,103.454552,154.101532,-247.604202,142.790604
18,0,-1.262069,-147.046753,965.124146,-91.866577,-372.888123,103.595329,150.583145,-273.589111,137.912384
19,0,-0.879592,-145.956497,966.661987,-91.553947,-357.793640,103.716942,147.358749,-300.212372,132.912933
20,0,-0.378247,-144.593857,967.018982,-91.192184,-342.780701,103.825638,144.646652,-327.266724,128.026901
21,0,0.189312,-143.040771,966.367371,-90.778770,-327.888611,103.926682,142.673111,-354.534760,123.511513
22,0,0.778525,-141.398010,964.921204,-90.311737,-313.092346,104.026833,141.554138,-381.867584,119.538681
23,0,1.351732,-139.772812,962.901306,-89.786797,-298.320221,104.127090,141.276291,-409.206757,116.172234
24,0,1.882992,-138.265244,960.507446,-89.194847,-283.514923,104.223618,141.759827,-436.513519,113.461197
25,0,2.372910,-136.954071,957.901489,-88.534126,-268.668762,104.320038,142.906235,-463.708435,111.517944
26,0,2.865381,-135.886734,955.200928,-87.837044,-253.806625,104.428688,144.600098,-490.665009,110.517189
27,0,3.445275,-135.076355,952.474243,-87.171494,-238.953369,104.557442,146.694992,-517.204407,110.660988
28,0,4.211292,-134.506210,949.737854,-86.590599,-224.136688,104.700722,148.991516,-543.086365,112.145515
29,0,5.241373,-134.140533,946.966553,-86.086426,-209.398193,104.843307,151.231750,-568.020996,115.118324
30,0,6.569061,-133.938629,944.118591,-85.608429,-194.778717,104.971321,153.161545,-591.686646,119.612137
31,0,8.173338,-133.865204,941.162964,-85.112602,-180.311066,105.078255,154.642624,-613.743408,125.478325
32,0,9.976037,-133.893967,938.099365,-84.588531,-166.031097,105.166397,155.714188,-633.861877,132.362350
33,0,11.848030,-134.008774,934.966003,-84.068359,-151.971283,105.251877,156.539200,-651.749756,139.739517
34,0,13.630683,-134.204132,931.826904,-83.617424,-138.146271,105.369011,157.279572,-667.154846,146.985458
35,0,15.170570,-134.482834,928.740234,-83.296028,-124.569420,105.557663,158.006256,-679.858704,153.434937
36,0,16.355251,-134.854553,925.723999,-83.131805,-111.280907,105.836617,158.704880,-689.683167,158.422318
37,0,17.139112,-135.343872,922.742554,-83.139061,-98.338615,106.194473,159.338058,-696.513489,161.345871
38,0,17.558018,-136.003922,919.730225,-83.349625,-85.788734,106.605583,159.905960,-700.316345,161.776764
39,0,17.739258,-136.914108,916.642517,-83.814751,-73.667801,107.031189,160.471161,-701.164978,159.568405
40,0,17.899841,-138.149734,913.503601,-84.581238,-62.039047,107.396393,161.121201,-699.319580,154.900452
41,0,18.306175,-139.746353,910.415894,-85.656670,-51.031601,107.580627,161.884735,-695.333313,148.246658
42,0,19.192631,-141.680618,907.541931,-86.982353,-40.849644,107.447861,162.665161,-689.994751,140.316391
43,0,20.682566,-143.871460,905.102783,-88.441872,-31.713360,106.911942,163.241745,-683.992493,131.983841
44,0,22.754076,-146.205383,903.374207,-89.904152,-23.758913,106.016129,163.371719,-677.531616,124.135330
45,0,25.250475,-148.574356,902.622864,-91.263176,-16.993303,104.997360,162.971451,-670.304932,117.438332
46,0,27.919888,-150.894638,902.993896,-92.452812,-11.346241,104.282539,162.207626,-661.852539,112.184570
47,0,30.481855,-153.095963,904.424622,-93.440880,-6.780178,104.364975,161.362671,-651.912537,108.322769
48,0,32.707050,-155.095825,906.635132,-94.210602,-3.385033,105.604469,160.618607,-640.507141,105.625648
49,0,34.477642,-156.780487,909.191956,-94.753319,-1.387860,108.075455,160.001709,-627.858032,103.834854
50,0,35.806751,-158.012878,911.625366,-95.083138,-1.083452,111.542961,159.491486,-614.283386,102.708237
51,0,36.813549,-158.671585,913.572815,-95.232262,-2.774149,115.612495,159.100494,-600.102295,102.033409
52,0,37.666035,-158.695251,914.898438,-95.198166,-6.803860,120.056656,158.852203,-585.557983,101.648972
53,0,38.516293,-158.108917,915.741211,-94.893684,-13.641337,125.062317,158.751633,-570.786499,101.446518
54,0,39.462170,-157.025620,916.463989,-94.157440,-23.785185,130.995514,158.795090,-555.834167,101.360176
55,0,40.548378,-155.621399,917.526672,-92.821915,-37.425968,137.794174,158.972412,-540.716431,101.362030
56,0,41.778507,-154.089523,919.333984,-90.813126,-54.211601,144.683929,159.260345,-525.471191,101.451134
57,0,43.118267,-152.594131,922.122986,-88.228683,-73.380959,150.562653,159.633072,-510.153717,101.630554
58,0,44.501553,-151.239761,925.920288,-85.331375,-94.111351,154.631119,160.068619,-494.808533,101.886589
59,0,45.843903,-150.064880,930.559570,-82.460930,-115.810654,156.710709,160.541168,-479.465912,102.186401
60,0,47.056564,-149.054718,935.741455,-79.919540,-138.199356,157.122070,161.022797,-464.145721,102.493202
61,0,48.054054,-148.159897,941.112305,-77.886101,-161.190979,156.370483,161.492798,-448.858490,102.780182
62,0,48.756332,-147.315170,946.334839,-76.391106,-184.741531,154.891800,161.938034,-433.609283,103.030586
63,0,49.097446,-146.456497,951.133850,-75.353386,-208.804291,152.934082,162.348190,-418.402313,103.232864
64,0,49.039173,-145.530991,955.309937,-74.655571,-233.356552,150.566330,162.714554,-403.248169,103.377831
65,0,48.580433,-144.503372,958.735779,-74.220741,-258.410614,147.767822,163.030518,-388.166199,103.460075
66,0,47.761375,-143.358200,961.350952,-74.058372,-283.975250,144.527695,163.290497,-373.172485,103.487518
67,0,46.656395,-142.093933,963.150146,-74.263451,-310.011261,140.918030,163.489441,-358.258698,103.485161
68,0,45.357098,-140.717987,964.165588,-74.968353,-336.437378,137.116608,163.626617,-343.374939,103.488800
69,0,43.960068,-139.251617,964.460022,-76.275803,-363.155579,133.364090,163.697098,-328.453400,103.530739
70,0,42.561222,-137.733536,964.127502,-78.213127,-390.066162,129.900696,163.668137,-313.484833,103.607597
71,0,41.248863,-136.214279,963.286072,-80.720551,-417.083099,126.931740,163.499512,-298.549011,103.677429
