Trajectories
100
,,HW3002:PELVIS_T,,,HW3002:R_Foot_T,,,HW3002:L_Foot_T,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-45.181709,77.764946,1014.490967,-97.135262,-136.236435,111.131165,119.876579,-236.874420,153.565430
2,0,-44.613338,77.850304,1014.486694,-96.897598,-131.450119,111.062332,120.443268,-242.668503,151.640808
3,0,-43.974705,77.860596,1014.442810,-96.851646,-126.246407,111.072098,121.057610,-250.508911,149.042603
4,0,-43.220425,77.794014,1014.326904,-96.822021,-121.616150,111.061539,121.451347,-258.577148,146.389572
5,0,-42.490170,77.673843,1014.178284,-96.800980,-116.571754,111.037300,121.506157,-265.850281,144.001724
6,0,-41.809410,77.433403,1013.943542,-96.753075,-111.619293,111.075790,121.246696,-272.120575,141.887146
7,0,-41.038696,77.094650,1013.539673,-96.733299,-106.652679,110.997833,120.728188,-277.412384,139.957611
8,0,-40.208569,76.678841,1013.065125,-96.453743,-101.294708,111.146194,119.973564,-281.704376,138.119629
9,0,-39.332005,76.227142,1012.375366,-96.355278,-96.294250,111.062202,119.007729,-284.889771,136.284409
10,0,-38.415028,75.908195,1011.549500,-96.333076,-91.426712,110.954826,117.910919,-286.806061,134.373047
11,0,-37.342857,75.698013,1010.651611,-96.335327,-86.583672,110.945358,116.759567,-287.321533,132.309860
12,0,-36.211227,75.252609,1009.570496,-96.372543,-81.711006,110.818970,115.428688,-286.502441,130.029221
13,0,-34.991013,74.435684,1008.208618,-96.425331,-76.890327,110.805855,113.467407,-284.737946,127.541061
14,0,-33.717087,73.691689,1007.167114,-96.459435,-72.089165,110.696968,110.453621,-282.548492,125.021248
15,0,-32.049633,71.239059,1005.646118,-96.551521,-67.402885,110.554039,106.720886,-280.089508,122.801613
16,0,-30.586454,70.053711,1004.714355,-96.666672,-62.727146,110.560692,103.420059,-277.024353,121.169060
17,0,-29.039419,68.910172,1003.950500,-96.811409,-58.084332,110.496284,101.549599,-273.085754,120.143097
18,0,-27.644358,67.935425,1003.440491,-97.020592,-53.488911,110.527702,101.146515,-268.526062,119.501930
19,0,-26.316023,67.082588,1003.130066,-97.263168,-49.049637,110.547844,101.499756,-263.867828,118.996628
20,0,-25.354027,66.422928,1003.090149,-97.704094,-44.791168,110.706390,101.926071,-259.402435,118.497429
21,0,-24.659748,65.896172,1003.226624,-98.453323,-41.115299,110.942543,102.246490,-255.047119,118.001610
22,0,-24.246483,65.552261,1003.406189,-99.236679,-37.727093,111.208435,102.605392,-250.603851,117.569794
23,0,-23.695498,65.303650,1003.553894,-100.236794,-34.673653,111.592598,103.075012,-246.009689,117.250572
24,0,-23.003271,65.372658,1003.629089,-101.468613,-32.233082,111.949295,103.560928,-241.319031,117.029053
25,0,-21.945536,65.378662,1003.435120,-102.833862,-30.189718,112.227371,103.933083,-236.582336,116.834351
26,0,-20.518124,65.996719,1003.381470,-104.584579,-28.610859,112.388046,104.119423,-231.823975,116.612930
27,0,-18.717701,65.991302,1003.075134,-106.541069,-27.533747,112.388985,104.123123,-227.075089,116.372169
28,0,-16.548103,66.045113,1002.892151,-108.525703,-27.288845,112.570396,104.015366,-222.349579,116.131615
29,0,-14.248804,65.932487,1002.922058,-109.394592,-28.017305,113.435150,103.896301,-217.615372,115.889069
30,0,-12.014524,66.052605,1003.359070,-110.010979,-29.054823,114.778992,103.834229,-212.838684,115.655983
31,0,-9.968793,66.495201,1004.019043,-111.396149,-30.317490,116.633217,103.847443,-208.022797,115.467079
32,0,-7.961468,66.870415,1004.858643,-112.502838,-31.987455,118.887215,103.918526,-203.187195,115.351135
33,0,-6.180331,67.295792,1005.673889,-113.688766,-34.176834,121.614594,103.991135,-198.360260,115.322479
34,0,-4.666323,67.827843,1006.439453,-114.034996,-36.825294,124.335678,104.005692,-193.577087,115.360168
35,0,-3.224296,68.360023,1007.042786,-113.835175,-39.898705,126.584961,103.987686,-188.817474,115.384583
36,0,-1.918278,68.881577,1007.524109,-113.523865,-44.510853,128.790588,104.034081,-183.989960,115.323013
37,0,-0.671650,69.442795,1007.971436,-113.339966,-48.949070,132.823257,104.172081,-179.051956,115.194054
38,0,0.655402,70.023506,1008.361816,-113.411674,-54.267632,138.148453,104.324661,-174.074341,115.069153
39,0,1.791713,70.531136,1008.725891,-113.352783,-60.656906,143.608871,104.437279,-169.127548,114.984680
40,0,3.111676,71.065498,1009.115845,-112.894257,-68.028702,148.411850,104.534393,-164.192566,114.935287
41,0,4.242013,71.614227,1009.493713,-112.243683,-76.208420,152.255478,104.645897,-159.225327,114.909500
42,0,5.421203,72.192360,1009.942871,-111.616776,-84.858475,155.263443,104.754410,-154.236923,114.894341
