Trajectories
100
,,HW3002:PELVIS_T,,,HW3002:R_Foot_T,,,HW3002:L_Foot_T,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-9.803980,236.161819,984.651245,-150.440903,-299.038910,164.889572,64.672653,252.708282,116.457222
2,0,-11.588370,235.454346,981.386047,-147.048477,-303.899414,166.054245,65.404144,261.420258,116.612633
3,0,-13.503991,234.427887,978.181885,-143.492859,-305.205200,164.914017,66.548637,273.325378,116.806396
4,0,-15.364070,233.170242,975.241150,-139.747101,-303.614746,161.496185,67.943420,285.699768,116.948250
5,0,-17.417055,231.625320,972.696533,-135.303360,-298.968781,154.378113,69.336441,296.952759,116.923431
6,0,-19.571800,230.031784,970.651978,-132.016815,-293.828003,145.353470,70.423592,306.758850,116.638565
7,0,-21.735474,228.613861,969.254456,-129.115982,-288.641266,137.976395,71.050468,315.269745,116.078987
8,0,-23.630009,227.494553,968.657166,-127.045227,-280.048523,132.991470,71.416962,322.703766,115.383141
9,0,-25.344181,226.799255,968.818420,-126.506317,-270.454956,128.503387,71.961983,329.191864,114.929108
10,0,-26.475529,226.392334,969.768799,-126.487907,-260.760345,124.162849,72.967773,334.685638,115.251129
11,0,-27.112303,226.206680,971.237488,-126.763809,-249.898102,120.705490,74.241127,338.940002,116.761330
12,0,-27.437031,226.012772,972.956055,-126.729134,-238.560501,117.686493,75.230804,341.559113,119.497833
13,0,-27.762753,225.864761,974.576172,-126.177628,-225.974411,115.880402,75.606438,342.154968,123.004570
14,0,-28.363342,225.817444,976.074036,-125.753792,-212.119202,114.782166,75.654617,340.541260,126.623589
15,0,-29.594444,226.118118,977.132324,-125.228165,-198.220901,113.733429,75.860237,336.654083,130.326523
16,0,-31.301819,226.640213,977.891541,-124.329086,-184.220230,112.939857,76.185059,330.244385,134.972382
17,0,-33.359230,227.317368,978.551453,-124.118202,-169.611832,112.384956,75.980919,320.874817,141.109283
18,0,-35.554405,228.250458,979.584900,-123.951828,-154.753204,112.131935,74.552643,308.334595,147.869797
19,0,-37.690716,229.317261,981.320862,-123.682533,-140.378067,111.823257,71.722237,292.931580,153.645142
20,0,-39.768948,230.359055,984.077637,-123.674675,-125.706848,111.628494,67.910095,275.398285,157.497635
21,0,-41.783558,231.508179,987.831238,-124.027748,-110.996140,111.575058,63.830235,256.558746,159.552521
22,0,-43.717884,232.537643,992.201538,-124.348778,-96.153473,111.530830,60.172440,236.966675,160.390076
