Trajectories
100
,,HW3-010:PELVIS_T,,,HW3-010:R_Foot_T,,,HW3-010:L_Foot_T,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-41.972050,-199.888382,987.096130,-70.121567,-328.156342,108.486450,68.263405,-611.363281,126.291397
2,0,-41.657364,-200.047485,986.890930,-70.166016,-325.255280,108.513954,67.289429,-617.706970,127.871231
3,0,-41.225540,-200.282944,986.649475,-70.218079,-321.331360,108.552467,65.942139,-625.879211,130.061646
4,0,-40.725346,-200.582382,986.424377,-70.262184,-316.799652,108.600372,64.378036,-634.728699,132.628738
5,0,-40.212357,-200.925980,986.255737,-70.281174,-312.038605,108.659081,62.784904,-643.280334,135.303391
6,0,-39.729141,-201.291534,986.156311,-70.263008,-307.275726,108.732201,61.327450,-651.003906,137.852097
7,0,-39.293198,-201.658951,986.111572,-70.207626,-302.602905,108.821510,60.116989,-657.731995,140.096695
8,0,-38.895222,-202.013474,986.089233,-70.128029,-298.027008,108.924919,59.193367,-663.487061,141.918839
9,0,-38.506100,-202.347321,986.050781,-70.044830,-293.516937,109.036522,58.523537,-668.340271,143.261826
10,0,-38.086147,-202.660965,985.960327,-69.982155,-289.036011,109.148537,58.021393,-672.333252,144.127350
11,0,-37.596283,-202.963776,985.788818,-69.963699,-284.561340,109.254204,57.581909,-675.452576,144.562729
12,0,-37.009853,-203.272308,985.514832,-70.003670,-280.088867,109.349327,57.115738,-677.639648,144.640137
13,0,-36.315395,-203.607010,985.125793,-70.100708,-275.627411,109.434464,56.576069,-678.826660,144.430450
14,0,-35.506821,-203.989792,984.621094,-70.243088,-271.187836,109.517296,55.971455,-678.980286,143.972916
15,0,-34.576336,-204.442947,984.013550,-70.417892,-266.776337,109.610596,55.355980,-678.132263,143.254715
16,0,-33.519257,-204.987564,983.325256,-70.615623,-262.395172,109.723595,54.797031,-676.379333,142.220627
17,0,-32.337536,-205.643661,982.578552,-70.832359,-258.046783,109.851913,54.338497,-673.868835,140.811829
18,0,-31.036983,-206.431503,981.791687,-71.074020,-253.732376,109.976662,53.981731,-670.791260,139.003418
19,0,-29.626619,-207.371155,980.982727,-71.360527,-249.448166,110.076279,53.684418,-667.393555,136.818375
20,0,-28.117632,-208.480408,980.176697,-71.724350,-245.180008,110.139137,53.360477,-663.974243,134.320389
21,0,-26.521282,-209.772278,979.406982,-72.201714,-240.904175,110.168854,52.883568,-660.809021,131.593384
22,0,-24.849674,-211.252731,978.714050,-72.817841,-236.599747,110.182175,52.119617,-658.033997,128.716522
23,0,-23.116882,-212.918243,978.138062,-73.568863,-232.264313,110.201736,50.986916,-655.599670,125.752625
24,0,-21.339167,-214.753784,977.708618,-74.412292,-227.920761,110.246826,49.495445,-653.350647,122.754456
25,0,-19.534353,-216.732574,977.437744,-75.285461,-223.604111,110.325798,47.740143,-651.143982,119.776497
26,0,-17.722105,-218.814316,977.322327,-76.139442,-219.339996,110.433083,45.883511,-648.893555,116.888268
27,0,-15.926711,-220.942459,977.346008,-76.948006,-215.145721,110.552216,44.137066,-646.529724,114.185303
28,0,-14.179885,-223.047318,977.475952,-77.696327,-211.045990,110.661240,42.694374,-643.951660,111.782158
29,0,-12.522330,-225.059616,977.664612,-78.379150,-207.065903,110.737885,41.634750,-641.031433,109.788094
30,0,-10.999693,-226.926819,977.859314,-79.004105,-203.209763,110.767067,40.904667,-637.664490,108.271912
31,0,-9.649667,-228.620819,978.009705,-79.586868,-199.465790,110.754456,40.405853,-633.826660,107.227676
32,0,-8.484643,-230.136078,978.069153,-80.140411,-195.836151,110.735054,40.081318,-629.589905,106.573853
33,0,-7.477672,-231.487518,978.000061,-80.672356,-192.345322,110.753540,39.906048,-625.075745,106.194267
34,0,-6.564178,-232.709976,977.787476,-81.196350,-189.012344,110.829712,39.830650,-620.398193,105.981529
35,0,-5.659549,-233.854904,977.454651,-81.736832,-185.831238,110.952126,39.776829,-615.641235,105.855736
36,0,-4.676237,-234.981949,977.065247,-82.316971,-182.779816,111.101486,39.681000,-610.858398,105.766205
37,0,-3.540405,-236.145706,976.711609,-82.950394,-179.834915,111.268661,39.520241,-606.072266,105.687157
38,0,-2.214038,-237.379959,976.490540,-83.643326,-176.980103,111.453011,39.306721,-601.281921,105.609489
39,0,-0.706554,-238.687820,976.477661,-84.392227,-174.211029,111.651901,39.073078,-596.479309,105.530525
40,0,0.932255,-240.040558,976.705322,-85.175591,-171.540710,111.851006,38.856129,-591.661560,105.447556
41,0,2.628731,-241.384354,977.148132,-85.955734,-168.994705,112.020706,38.681129,-586.832275,105.360435
42,0,4.305498,-242.655487,977.724304,-86.698723,-166.586609,112.124901,38.555199,-581.991943,105.275764
43,0,5.897581,-243.798691,978.318359,-87.394455,-164.298126,112.136192,38.472305,-577.134277,105.203438
44,0,7.357916,-244.779266,978.820923,-88.054901,-162.091583,112.045937,38.422455,-572.251465,105.149117
45,0,8.656210,-245.585144,979.162598,-88.702324,-159.930084,111.870178,38.397488,-567.340332,105.111053
46,0,9.778173,-246.221588,979.327942,-89.365021,-157.780228,111.652527,38.393894,-562.402527,105.084717
47,0,10.729998,-246.703125,979.354370,-90.069427,-155.616287,111.455177,38.413258,-557.440369,105.070366
48,0,11.542276,-247.045578,979.319702,-90.815300,-153.443604,111.332520,38.459213,-552.452942,105.073189
49,0,12.259801,-247.259216,979.315796,-91.555489,-151.314331,111.295479,38.532486,-547.440125,105.096222
50,0,12.923976,-247.345505,979.415527,-92.218468,-149.297592,111.291840,38.626614,-542.409119,105.135445
51,0,13.568167,-247.299622,979.646301,-92.759666,-147.437012,111.229683,38.727043,-537.375610,105.180870
52,0,14.222287,-247.116409,979.982849,-93.186722,-145.756180,111.035599,38.815308,-532.354736,105.223106
53,0,14.907660,-246.795120,980.358276,-93.547928,-144.283279,110.701469,38.876110,-527.351257,105.260101
54,0,15.621956,-246.340607,980.690430,-93.909439,-143.036575,110.281273,38.902901,-522.357849,105.296249
55,0,16.335148,-245.760757,980.909973,-94.331665,-141.994873,109.848274,38.898491,-517.362610,105.336494
56,0,17.007826,-245.062820,980.984741,-94.852692,-141.104782,109.455734,38.872318,-512.358459,105.381973
57,0,17.613766,-244.251740,980.931213,-95.484840,-140.317093,109.124191,38.838371,-507.344604,105.430145
58,0,18.145544,-243.330322,980.809998,-96.225540,-139.615707,108.842369,38.811150,-502.321014,105.479462
59,0,18.607271,-242.298630,980.705139,-97.074516,-139.029663,108.562904,38.800289,-497.284882,105.532578
60,0,19.007900,-241.152878,980.692139,-98.028740,-138.621841,108.198357,38.810177,-492.234375,105.593842
61,0,19.359518,-239.887833,980.807068,-99.054329,-138.440704,107.643127,38.843403,-487.172638,105.663773
62,0,19.678268,-238.499451,981.031250,-100.084167,-138.480591,106.832108,38.901726,-482.106110,105.736862
63,0,19.983589,-236.984726,981.300293,-101.056892,-138.717300,105.811447,38.984436,-477.039337,105.805565
64,0,20.294352,-235.340424,981.530579,-101.953796,-139.199234,104.778221,39.088238,-471.971222,105.867050
65,0,20.625946,-233.565811,981.650879,-102.814964,-140.131607,104.062767,39.209511,-466.896973,105.924583
66,0,20.990332,-231.667511,981.628540,-103.742020,-141.912399,104.061348,39.345707,-461.812988,105.982330
67,0,21.394407,-229.659790,981.483459,-104.877480,-145.051559,105.119530,39.494133,-456.723022,106.039017
68,0,21.834017,-227.558075,981.279968,-106.345734,-149.937622,107.353889,39.649555,-451.641815,106.088013
69,0,22.290661,-225.372009,981.103882,-108.179581,-156.616821,110.533226,39.803154,-446.586731,106.124413
70,0,22.737095,-223.106674,981.037109,-110.307930,-164.800644,114.196754,39.944233,-441.564758,106.150551
71,0,23.148432,-220.767761,981.132385,-112.614899,-174.068390,117.926445,40.063133,-436.569641,106.174248
72,0,23.511526,-218.363419,981.392639,-114.963821,-184.077484,121.501266,40.154076,-431.589813,106.202812
73,0,23.828459,-215.901672,981.770935,-117.157768,-194.647491,124.840065,40.218857,-426.616547,106.240227
74,0,24.115196,-213.388123,982.190613,-118.948318,-205.703369,127.863976,40.271343,-421.643738,106.290634
75,0,24.396793,-210.825546,982.576355,-120.148445,-217.186417,130.419617,40.334511,-416.665131,106.359993
76,0,24.698553,-208.215378,982.881836,-120.755386,-229.022461,132.305801,40.423176,-411.675629,106.448395
77,0,25.035492,-205.560226,983.102539,-120.957481,-241.133698,133.360550,40.532753,-406.673309,106.544769
78,0,25.404707,-202.865875,983.268494,-121.012337,-253.466751,133.536743,40.651848,-401.658661,106.634834
79,0,25.785587,-200.142212,983.425537,-121.103424,-266.010498,132.919434,40.777451,-396.631927,106.710693
80,0,26.149063,-197.402451,983.619568,-121.280655,-278.782471,131.685577,40.914616,-391.591400,106.771843
81,0,26.468874,-194.660767,983.881226,-121.499161,-291.809326,130.045837,41.068733,-386.533051,106.823471
82,0,26.728714,-191.927750,984.214172,-121.702583,-305.116760,128.200470,41.239178,-381.449371,106.875130
83,0,26.925364,-189.206970,984.592773,-121.886459,-318.708649,126.307144,41.416012,-376.335175,106.937660
84,0,27.066154,-186.497330,984.974670,-122.099350,-332.550781,124.462944,41.583191,-371.199158,107.018440
85,0,27.160606,-183.800613,985.318420,-122.396393,-346.582733,122.719162,41.731674,-366.061493,107.115105
86,0,27.214428,-181.126495,985.596985,-122.803040,-360.741425,121.125374,41.868217,-360.937256,107.215622
87,0,27.229031,-178.489532,985.802979,-123.312943,-374.972870,119.761742,42.006275,-355.828827,107.309639
88,0,27.201105,-175.904129,985.948120,-123.897835,-389.226074,118.720131,42.154301,-350.729218,107.399017
89,0,27.122515,-173.383652,986.061951,-124.520035,-403.443237,118.058044,42.314461,-345.630127,107.494118
