TrackerIndex,Time,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,TrackerIndex,Time,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,TrackerIndex,Time,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ
1,1733890832,-0.170045674,0.168066278,-0.293269426,0.334703808,-0.557660219,0.524858915,-0.549099628,2,1733890832,0.059954576,0.077392913,-0.657852411,0.583649211,-0.235373343,-0.758398822,0.169658822,3,1733890832,-0.023921169,0.98419106,-0.411502749,0.703105001,0.710349196,0.030469703,-0.01091016
1,1733890832,-0.166441411,0.166852206,-0.317968309,0.352168848,-0.54715718,0.536026155,-0.537840359,2,1733890832,0.059003934,0.077444874,-0.64044112,0.583296189,-0.23580597,-0.758582914,0.169449293,3,1733890832,-0.023933202,0.989069819,-0.410400361,0.708046327,0.705466532,0.029253282,-0.011478273
1,1733890832,-0.162493706,0.164402097,-0.3447299,0.37253866,-0.533009482,0.549896405,-0.524146971,2,1733890832,0.058147367,0.077432282,-0.622426629,0.583527772,-0.237254068,-0.758117607,0.168711638,3,1733890832,-0.023876175,0.993884921,-0.409259707,0.71135925,0.702160587,0.028154108,-0.012077014
1,1733890832,-0.158099622,0.159083709,-0.372010469,0.394616884,-0.517313301,0.565862169,-0.506423146,2,1733890832,0.057423886,0.07797578,-0.605731964,0.583587655,-0.238711571,-0.757640417,0.1685917,3,1733890832,-0.023996532,0.998135686,-0.408103764,0.711005482,0.702662255,0.024900265,-0.01081335
1,1733890832,-0.154320776,0.154542968,-0.400274396,0.415097365,-0.501986825,0.581653245,-0.487220187,2,1733890832,0.056505591,0.077980034,-0.588612914,0.583066171,-0.239751307,-0.757704195,0.168634119,3,1733890832,-0.024189122,1.001944661,-0.406867504,0.710143727,0.703680552,0.020808678,-0.009827836
1,1733890832,-0.15019691,0.148385286,-0.428455055,0.436009348,-0.486236364,0.597544767,-0.465198794,2,1733890832,0.055668809,0.078182511,-0.572742581,0.582625179,-0.241041905,-0.757497282,0.169247439,3,1733890832,-0.024399839,1.005334139,-0.405685723,0.709969225,0.703977361,0.016743103,-0.008908546
1,1733890832,-0.146178573,0.142074361,-0.45955798,0.45789029,-0.469198714,0.612542175,-0.441566965,2,1733890832,0.054488465,0.078485727,-0.555854917,0.58142414,-0.241809508,-0.757978039,0.170127578,3,1733890832,-0.024701148,1.008382082,-0.404460073,0.71040907,0.703626239,0.012888942,-0.007941456
1,1733890832,-0.142692566,0.135964066,-0.489972591,0.479127003,-0.451897311,0.625484679,-0.418324299,2,1733890832,0.053279765,0.078528658,-0.53956461,0.580305196,-0.242215907,-0.75843512,0.171329176,3,1733890832,-0.02517809,1.010494471,-0.403282136,0.711952516,0.702136969,0.009079915,-0.006705416
1,1733890832,-0.137228996,0.129681498,-0.521764576,0.502071252,-0.432732755,0.637636021,-0.39253893,2,1733890832,0.05220392,0.078860015,-0.523714244,0.579201289,-0.242596226,-0.758862662,0.172628314,3,1733890832,-0.025726289,1.012322545,-0.401994616,0.713316848,0.70080576,0.004820893,-0.005200933
1,1733890832,-0.134046823,0.123340264,-0.554856062,0.524484821,-0.412517552,0.648368116,-0.366556637,2,1733890832,0.050930761,0.078963481,-0.506915808,0.578527523,-0.243095243,-0.758876995,0.174116653,3,1733890832,-0.026394352,1.013284564,-0.400702834,0.715031847,0.699085974,0.000385829,-0.002840758
1,1733890832,-0.131127805,0.116994739,-0.590406418,0.547528493,-0.390352062,0.658217601,-0.33850712,2,1733890832,0.049690209,0.079020225,-0.489102632,0.577163083,-0.243507672,-0.759518761,0.175265969,3,1733890832,-0.027346276,1.013481021,-0.39934352,0.715824933,0.698265762,-0.004359838,0.000716449
1,1733890832,-0.12880826,0.1114702,-0.625516713,0.569035132,-0.366665534,0.66766648,-0.309802097,2,1733890832,0.048532948,0.07893452,-0.471857935,0.576116643,-0.244157756,-0.759818987,0.176498864,3,1733890832,-0.028311603,1.013068557,-0.397994399,0.715580503,0.698464629,-0.008600427,0.004226761
1,1733890832,-0.127297878,0.107553765,-0.65812695,0.588149223,-0.341297052,0.677130232,-0.281232123,2,1733890832,0.047579758,0.079172052,-0.457146466,0.574686541,-0.245146967,-0.760388852,0.177334427,3,1733890832,-0.029296301,1.011999846,-0.396744817,0.713906966,0.700090507,-0.012262876,0.007730479
1,1733890832,-0.126257032,0.10458263,-0.692185163,0.605886481,-0.31491555,0.685465487,-0.25271861,2,1733890832,0.046690088,0.079153493,-0.442405909,0.572835333,-0.246305022,-0.761196218,0.178252041,3,1733890832,-0.030388966,1.010097623,-0.395547509,0.711767167,0.702141629,-0.015795271,0.011620915
1,1733890833,-0.124490775,0.102212317,-0.726389468,0.623414132,-0.286674149,0.692436818,-0.222943944,2,1733890833,0.045318402,0.079122201,-0.425929308,0.570719303,-0.247650453,-0.762022325,0.179641678,3,1733890833,-0.031435765,1.0075562,-0.39442876,0.710087909,0.703689972,-0.018748908,0.015619002
1,1733890833,-0.123846717,0.101613835,-0.760218859,0.639864773,-0.25714177,0.697727311,-0.193979279,2,1733890833,0.043996662,0.07917574,-0.409590751,0.568404651,-0.249136334,-0.762885785,0.181253159,3,1733890833,-0.032552905,1.004659772,-0.393523097,0.708303246,0.705317219,-0.021426263,0.019369795
1,1733890833,-0.123274036,0.104279198,-0.794835091,0.65696684,-0.224585364,0.700788377,-0.163864215,2,1733890833,0.042660575,0.079163857,-0.39253971,0.566079559,-0.250617239,-0.763612401,0.183415615,3,1733890833,-0.033803068,1.001288891,-0.3927885,0.705466278,0.707930303,-0.024496901,0.023490077
1,1733890833,-0.122691266,0.109343469,-0.829362154,0.674599974,-0.188391925,0.701419089,-0.132040487,2,1733890833,0.041852567,0.079146847,-0.37627241,0.564454049,-0.253795147,-0.763039498,0.186415212,3,1733890833,-0.035158835,0.997619152,-0.392192543,0.700051054,0.712985485,-0.029612424,0.02652237
1,1733890833,-0.121794336,0.117384613,-0.858769655,0.687888689,-0.156056739,0.7011398,-0.104202759,2,1733890833,0.040926274,0.079129592,-0.359777421,0.562851392,-0.257150216,-0.762487686,0.188904295,3,1733890833,-0.036566176,0.994111657,-0.39198944,0.694446848,0.717901401,-0.035726242,0.032938092
1,1733890833,-0.120460294,0.1277266,-0.886583567,0.698069467,-0.123997276,0.70117105,-0.075384661,2,1733890833,0.040334918,0.079144895,-0.342797875,0.561555182,-0.262902584,-0.760415519,0.193148473,3,1733890833,-0.038149513,0.99041611,-0.391867101,0.688899705,0.722894379,-0.037892509,0.037484104
1,1733890833,-0.118801184,0.138073862,-0.910960317,0.705194516,-0.095685961,0.700895133,-0.047863728,2,1733890833,0.039775882,0.079345748,-0.326665819,0.560139614,-0.268594942,-0.758433634,0.19717711,3,1733890833,-0.039707087,0.986848116,-0.391991079,0.683519883,0.727653766,-0.039375231,0.042072884
1,1733890833,-0.117176048,0.146688864,-0.926151752,0.709664943,-0.085095464,0.699117735,-0.019205773,2,1733890833,0.039761379,0.079711214,-0.312713295,0.558092573,-0.276987951,-0.755384009,0.202990719,3,1733890833,-0.041345291,0.983097374,-0.39242664,0.677868659,0.732514941,-0.042063709,0.046333726
1,1733890833,-0.117189802,0.151846096,-0.939159393,0.71765816,-0.081828016,0.691571317,0.000182457,2,1733890833,0.039763495,0.080219068,-0.298965663,0.556026257,-0.286131852,-0.751488522,0.210305419,3,1733890833,-0.043016501,0.979288816,-0.392994583,0.67512334,0.734813187,-0.042825095,0.049236938
1,1733890833,-0.117458127,0.154399931,-0.946436286,0.720531715,-0.075549261,0.689238063,0.008789145,2,1733890833,0.039518718,0.080907024,-0.284460098,0.553867305,-0.295463883,-0.74717014,0.218331975,3,1733890833,-0.044693895,0.975542307,-0.39380911,0.675634666,0.734134977,-0.043153895,0.051974077
1,1733890833,-0.117908739,0.152905628,-0.949235678,0.713785882,-0.075547522,0.696266729,0.003854601,2,1733890833,0.039460085,0.081752345,-0.269245058,0.551200416,-0.307961792,-0.741090688,0.228303047,3,1733890833,-0.046552099,0.971589625,-0.394883245,0.677974918,0.731780043,-0.043138133,0.054652733
1,1733890833,-0.118830554,0.146997303,-0.948296189,0.704654188,-0.084772279,0.704465998,-0.001990305,2,1733890833,0.039732113,0.082590275,-0.255058706,0.548603657,-0.321129778,-0.734432434,0.23773701,3,1733890833,-0.047784649,0.968170166,-0.396077752,0.677778605,0.731876508,-0.043437935,0.055551955
1,1733890833,-0.120003738,0.139179796,-0.942512512,0.694907231,-0.097877347,0.712316791,-0.011351172,2,1733890833,0.040618405,0.083302222,-0.243149474,0.544808143,-0.33715587,-0.726202296,0.249279127,3,1733890833,-0.048605882,0.964969695,-0.397621542,0.67383534,0.735733005,-0.040846201,0.05453777
1,1733890833,-0.12079867,0.129152864,-0.933452964,0.68712422,-0.109494586,0.717784539,-0.025627299,2,1733890833,0.041288022,0.084280252,-0.229865327,0.540124514,-0.35374199,-0.717551348,0.261251042,3,1733890833,-0.04938405,0.962006509,-0.399769217,0.664478803,0.744614327,-0.036943799,0.051502829
1,1733890833,-0.120983921,0.119609781,-0.921752572,0.681361207,-0.114721691,0.721210572,-0.049407647,2,1733890833,0.042297959,0.084827773,-0.219401404,0.529240183,-0.377481876,-0.70677931,0.279061172,3,1733890833,-0.050136037,0.959197044,-0.402489036,0.653488152,0.754389329,-0.035260877,0.051055113
1,1733890833,-0.1207572,0.11076203,-0.910445094,0.67392447,-0.11649719,0.725888785,-0.073072816,2,1733890833,0.043093443,0.08555226,-0.208483636,0.518300729,-0.399170552,-0.696102598,0.295750568,3,1733890833,-0.051203035,0.956764221,-0.405683219,0.642498475,0.763640449,-0.035583554,0.052751578
1,1733890833,-0.119307332,0.103807762,-0.903004169,0.668664185,-0.124835781,0.726924774,-0.094258617,2,1733890833,0.044195548,0.08579383,-0.199063927,0.497009262,-0.429645807,-0.682130606,0.321067253,3,1733890833,-0.053209461,0.954697549,-0.409825087,0.63389298,0.770532111,-0.037463222,0.055285917
1,1733890833,-0.117906444,0.094313599,-0.898040771,0.673175366,-0.167718304,0.707199794,-0.136286147,2,1733890833,0.045455944,0.085480347,-0.191349119,0.471611879,-0.462827056,-0.664568098,0.348887335,3,1733890833,-0.055633537,0.953409612,-0.413944513,0.631757728,0.771907479,-0.041265117,0.057777756
1,1733890833,-0.118162788,0.08792913,-0.889012516,0.672527711,-0.192638183,0.696702082,-0.158755623,2,1733890833,0.046528298,0.084558845,-0.184868619,0.442232266,-0.497717872,-0.643270327,0.378036088,3,1733890833,-0.057959564,0.953211606,-0.417692006,0.635521544,0.768539613,-0.045165251,0.058475454
1,1733890833,-0.120022438,0.084330663,-0.873768389,0.66233131,-0.202876543,0.700711742,-0.170768124,2,1733890833,0.047075722,0.083905756,-0.179247305,0.407421966,-0.534456939,-0.614165025,0.413720705,3,1733890833,-0.059999205,0.95323503,-0.421619087,0.645313944,0.76008181,-0.05073784,0.057195154
1,1733890833,-0.121135004,0.081980996,-0.859017968,0.659120608,-0.208658155,0.699534855,-0.180755607,2,1733890833,0.047206897,0.08428809,-0.175740749,0.374372735,-0.566716371,-0.58430752,0.444141792,3,1733890833,-0.061632268,0.954118729,-0.424819887,0.658856682,0.748048505,-0.056837376,0.055684808
1,1733890833,-0.120977484,0.081070289,-0.84385705,0.653856647,-0.209275968,0.701978602,-0.189476297,2,1733890833,0.047164097,0.087520592,-0.172511652,0.340673103,-0.593483596,-0.558439516,0.468896806,3,1733890833,-0.06326852,0.955041409,-0.427636474,0.674883939,0.733317504,-0.062632823,0.053425784
1,1733890833,-0.121692769,0.080053009,-0.826699972,0.650550568,-0.207466868,0.704527569,-0.193344786,2,1733890833,0.047573105,0.093746118,-0.170214787,0.302624412,-0.622677935,-0.533461254,0.48591182,3,1733890833,-0.065070264,0.956121027,-0.429653853,0.685887481,0.722851056,-0.066738377,0.050897928
1,1733890833,-0.122305445,0.07907147,-0.811080694,0.648134557,-0.207336765,0.705586828,-0.197686793,2,1733890833,0.048367832,0.100534864,-0.17025201,0.262616404,-0.652896788,-0.51293958,0.491579935,3,1733890833,-0.067011558,0.956861138,-0.430818379,0.686770157,0.721803083,-0.070421792,0.048864202
1,1733890833,-0.123461641,0.078625411,-0.794989228,0.647534509,-0.205243501,0.706254502,-0.199446631,2,1733890833,0.049540803,0.108704455,-0.172468588,0.218623866,-0.680355636,-0.492801082,0.496453649,3,1733890833,-0.069148369,0.957312822,-0.4316172,0.68115962,0.726549838,-0.07524197,0.049854251
1,1733890833,-0.124365263,0.078312293,-0.777343988,0.646400253,-0.203772256,0.707332257,-0.20080992,2,1733890833,0.051351409,0.118771516,-0.182767645,0.189942539,-0.683057875,-0.495383871,0.5019477,3,1733890833,-0.071243949,0.957645416,-0.431880265,0.673516168,0.733070459,-0.079634993,0.051401527
1,1733890833,-0.125822067,0.078103699,-0.761247575,0.64566027,-0.203047456,0.707935995,-0.201795053,2,1733890833,0.052661996,0.127645925,-0.196275145,0.176181697,-0.681103331,-0.496645302,0.508336486,3,1733890833,-0.073155247,0.958082139,-0.431390703,0.663755424,0.741417307,-0.083221366,0.052948169
1,1733890833,-0.127028853,0.077995822,-0.743340552,0.645317485,-0.201905978,0.708400482,-0.20240651,2,1733890833,0.0533369,0.137104318,-0.214989603,0.186022555,-0.664448566,-0.511425347,0.512200714,3,1733890833,-0.074737303,0.959403753,-0.43029049,0.652741905,0.750863313,-0.083815426,0.055744775
1,1733890833,-0.1280981,0.077957429,-0.724916935,0.644873326,-0.201580681,0.708692332,-0.203122995,2,1733890833,0.05343736,0.144860059,-0.238770306,0.204351086,-0.643849686,-0.524747055,0.51801054,3,1733890833,-0.076165147,0.961884022,-0.428995818,0.647709308,0.754972299,-0.084855954,0.057350962
1,1733890833,-0.129199564,0.07796286,-0.708103776,0.644089192,-0.202118149,0.709011623,-0.203960383,2,1733890833,0.053843793,0.149675265,-0.261311561,0.217103492,-0.631516188,-0.534632675,0.517901088,3,1733890833,-0.077151634,0.965253055,-0.428083271,0.650305828,0.752488766,-0.086550624,0.058069587
