TrackerIndex,Time,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,TrackerIndex,Time,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,TrackerIndex,Time,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ
1,1733887960,-0.108489506,0.093794346,0.050770789,0.667311685,-0.340586341,-0.606663503,0.265811037,2,1733887960,0.07860937,0.110309437,-0.427929044,0.715512247,-0.13488974,0.65561844,-0.200028613,3,1733887960,-0.031381495,0.97671926,-0.018853098,0.786880782,0.616079137,-0.035389288,-0.003555898
1,1733887960,-0.109448723,0.09526334,0.058973044,0.661326027,-0.349715521,-0.601338032,0.280605571,2,1733887960,0.076207824,0.106225647,-0.421143979,0.710907844,-0.150186551,0.65452336,-0.208933656,3,1733887960,-0.028211959,0.976369321,-0.019413471,0.787477431,0.61551526,-0.031615374,-0.00453942
1,1733887960,-0.110424645,0.097130023,0.067291498,0.65447745,-0.360368791,-0.594796118,0.29666646,2,1733887960,0.074426949,0.102061749,-0.413811177,0.706698429,-0.165953492,0.651496494,-0.220429728,3,1733887960,-0.02505409,0.976204574,-0.019961089,0.787180457,0.616031417,-0.028882223,-0.004247497
1,1733887960,-0.110327445,0.09970744,0.073403507,0.646165912,-0.374400878,-0.585529287,0.315355628,2,1733887960,0.073817298,0.098728806,-0.405608118,0.70585761,-0.176515903,0.646704311,-0.228868098,3,1733887960,-0.022080727,0.975966752,-0.020473301,0.78694156,0.616464346,-0.02601099,-0.004258177
1,1733887960,-0.110901408,0.102085903,0.079905093,0.636482899,-0.389890535,-0.575305418,0.334512689,2,1733887960,0.073013768,0.096943982,-0.396894544,0.702710445,-0.192379721,0.641899656,-0.239066874,3,1733887960,-0.019916914,0.976574004,-0.020744026,0.786044482,0.617677306,-0.02464564,-0.001209028
1,1733887960,-0.110630237,0.1055464,0.084626019,0.626117415,-0.407269849,-0.560551158,0.357618088,2,1733887960,0.071317799,0.097058199,-0.382896334,0.707366498,-0.184014778,0.644307033,-0.22503231,3,1733887960,-0.017829575,0.977171898,-0.020556748,0.785461881,0.618453565,-0.023602899,0.002775409
1,1733887960,-0.110738687,0.108620353,0.088771403,0.613779206,-0.425958084,-0.545841763,0.379330266,2,1733887960,0.070553266,0.096210502,-0.373390973,0.704478172,-0.189702314,0.643973813,-0.230263745,3,1733887960,-0.016046435,0.978052855,-0.020203382,0.784792609,0.619349034,-0.021823069,0.005574089
1,1733887960,-0.110943042,0.112337485,0.091541022,0.600602361,-0.44520591,-0.524356627,0.407576542,2,1733887960,0.070587613,0.095820382,-0.362010717,0.704297497,-0.188107163,0.644419688,-0.230876628,3,1733887960,-0.014388517,0.978997052,-0.019685715,0.784631675,0.619607925,-0.019576149,0.007475177
1,1733887960,-0.109963574,0.116633847,0.093469232,0.586169035,-0.466886457,-0.502095214,0.43165177,2,1733887960,0.070548892,0.095053688,-0.3502554,0.702527333,-0.188564092,0.645108064,-0.233954276,3,1733887960,-0.012760811,0.979837239,-0.01880762,0.784765785,0.619516109,-0.016899225,0.007544777
1,1733887960,-0.109312259,0.120726064,0.094492316,0.570991748,-0.486074154,-0.477037499,0.458405599,2,1733887960,0.070469335,0.094614275,-0.339425564,0.701730654,-0.188513716,0.645287141,-0.235884203,3,1733887960,-0.010956801,0.980556309,-0.017898738,0.784291204,0.620184507,-0.014265135,0.007416049
1,1733887960,-0.108992942,0.125901729,0.093443096,0.559277007,-0.500936822,-0.449027496,0.484402734,2,1733887960,0.06994614,0.094119236,-0.327858448,0.701420432,-0.189753573,0.645076717,-0.236387815,3,1733887960,-0.00881733,0.981211305,-0.016735584,0.782749944,0.62220012,-0.011039127,0.006907034
1,1733887960,-0.107904933,0.130720854,0.091762066,0.545367209,-0.517227336,-0.421026435,0.50772793,2,1733887960,0.069424704,0.093623988,-0.316524625,0.700999364,-0.190703698,0.64495764,-0.237195284,3,1733887960,-0.006274298,0.981600106,-0.015406489,0.781369024,0.623985632,-0.007942187,0.006424727
